Dauerzaehlstellennummer;Dauerzaehlstellenname;Landesnummer;Landeskuerzel;Straßenklasse;Straßennummer;Straßennumernzusatz;Nahziel_Richtung_1;Himmelsrichtung_Richtung_1;Nahziel_Richtung_2;Himmelsrichtung_Richtung_2;Koordinaten_UTM32_E;Koordinaten_UTM32_N
9568;AK Feuchtw./Crailsh. (S);9;BY;A;7;;AK Feuchtwangen/Crailsheim (A6);N;AS Feuchtwangen-West;S;590132,423;5449331,814
9569;AK Feuchtw./Crailsh. (N);9;BY;A;7;;AS Wörnitz;N;AK Kreuz Feuchtwangen/Crailsheim (A6);S;589278,279;5451999,413
9580;AS Hallstadt;9;BY;A;70;;AS Bamberg;O;AS Hallstadt (B4);W;635526,177;5531696,583
9581;AK Kreuz Bamberg;9;BY;A;73;;AK Kreuz Bamberg (A70);N;AS Memmelsdorf;S;637938,500;5532089,000
9582;AS Bamberg-Ost;9;BY;A;73;;AS Bamberg-Ost;N;AS Bamberg-Süd (B22);S;640026,103;5527763,662
9583;AS Bamberg-Süd;9;BY;A;73;;AS Bamberg-Süd (B22);N;AS Hirschaid;S;641844,338;5524762,447
9584;AS Hirschaid;9;BY;A;73;;AS Hirschaid;N;AS Buttenheim;S;645320,397;5518429,242
9585;AS Buttenheim;9;BY;A;73;;AS Buttenheim;N;AS Forchheim-Nord;S;647704,959;5514537,636
9586;AS Forchheim-Nord;9;BY;A;73;;AS Forchheim-Nord;N;AS Forchheim-Süd (B470);S;647987,369;5510093,843
9587;AS Baiersdorf-Nord (N);9;BY;A;73;;AS Forchheim-Süd (B470);N;AS Baiersdorf-Nord;S;648050,500;5505050,500
9588;AS Baiersdorf-Nord;9;BY;A;73;;AS Baiersdorf-Nord;N;AS Möhrendorf;S;646548,637;5501857,468
9589;AS Möhrendorf;9;BY;A;73;;AS Möhrendorf;N;AS Erlangen-Nord;S;644982,996;5498974,638
9593;AS Nürnberg-Zollhaus (S);9;BY;A;73;;AS Nürnberg-Zollhaus (B8);N;AK Kreuz Nürnberg Süd (A6);S;654260,500;5472425,500
9594;AS Wendelstein-Nord;9;BY;A;73;;AK Kreuz Nürnberg-Süd (A6);N;AS Wendelstein-Nord;S;656000,500;5471238,000
9620;AS Hof-West;9;BY;A;9;;AS Hof-West (B15);N;AS Münchberg-Nord;S;698300,500;5565698,000
9621;AS Münchberg-Nord;9;BY;A;9;;AS Münchberg-Nord;N;AS Münchberg-Süd;S;696612,442;5562134,380
9622;AS Bindlacher Berg;9;BY;A;9;;AS Bindlacher Berg;N;AS Bayreuth-Nord (B2);S;686920,093;5539821,197
9623;AS Bayreuth-Nord;9;BY;A;9;;AS Bayreuth-Nord (B2);N;AS Bayreuth-Süd (B85);S;687066,363;5536513,776
9624;AS Oberölsbach;9;BY;A;3;;AS Oberölsbach;N;AS Neumarkt/OPf.;S;676916,156;5469726,370
9625;Bottenweiler;9;BY;A;7;;AS Wörnitz;N;AK Kreuz Feuchtwangen/Crailsheim (A6);S;589293,083;5451977,316
9627;Schlüsselfeld;9;BY;A;3;;AS Geiselwind;N;AS Schlüsselfeld;S;614170,391;5513132,508
9628;Aicha vorm Wald;9;BY;A;3;;AS Garham/Vilshofen;N;AS Aicha vorm Wald;S;812937,743;5399842,184
9629;Fischbach am Inn;9;BY;A;93;;AS Brannenburg;N;AS Oberaudorf;S;736316,000;5289041,500
9650;AS Erlangen-Eltersdorf;9;BY;A;73;;AS Erlangen-Eltersdorf;N;AS Fürth-Steinach;S;644175,500;5489058,500
9651;Schwabach-West;9;BY;A;6;;AS Schwabach-Süd (B2);O;AS Schwabach-West (B466);W;645657,766;5463849,226
9660;AS Erlangen-Nord;9;BY;A;73;;AS Erlangen-Nord;N;AS Erlangen-Zentrum;S;644392,125;5496101,918
9661;AS Erlangen-Zentrum;9;BY;A;73;;AS Erlangen-Zentrum;N;AS Erlangen-Bruck (B4);S;643890,816;5494685,230
9662;AS Nürnberg-Königshof;9;BY;A;73;;AS Nürnberg-Königshof;N;AS Nürnberg-Zollhaus (B8);S;652737,395;5473507,666
9727;Goldbach (W);9;BY;A;3;;AS Aschaffenburg-Ost (B26);N;AS Goldbach (B26);S;513271,000;5537973,500
9728;Lauf (N);9;BY;A;9;;AS Lauf/Hersbruck;N;AS Lauf;S;665877,000;5486033,500
9751;Herrieden (O);9;BY;A;6;;AS Ansbach;O;AS Herrieden;W;609890,782;5457769,732
9753;AK Nürnberg-Ost (O);9;BY;A;6;;AK Kreuz Altdorf (A3);O;AK Kreuz Nürnberg-Ost (A9);W;660507,590;5474059,489
9754;AK Nürnberg-Ost (S);9;BY;A;9;;AK Kreuz Nürnberg-Ost (A6);N;AD Dreieck Nürnberg/Feucht (A73);S;659806,566;5472929,206
9772;Dachau/FFB (O);9;BY;A;8;;AD Dreieck München-Eschenried (A99);O;AS Dachau/Fürstenfeldbruck;W;676006,000;5343566,500
9773;Dachau/FFB (W);9;BY;A;8;;AS Dachau/Fürstenfeldbruck;O;AS Sulzemoos;W;673648,695;5345477,420
9774;AD München-Eschenried (O);9;BY;A;99;;AD Dreieck München-Eschenried (A8);N;AD Dreieck München-Allach (A99);S;678647,681;5341985,053
9775;AD München-Allach (O);9;BY;A;99;;AD Dreieck München-Allach (A99);N;AS München-Ludwigsfeld;S;683405,704;5342558,461
9840;AK München-Ost (O);9;BY;A;94;;AS Parsdorf;O;AK Kreuz München-Ost (A99);W;705425,667;5335838,092
9901;Wernberg-Köblitz (S);9;BY;A;93;;AS Wernberg-Köblitz;N;AK Kreuz Oberpfälzer Wald (A6);S;728101,508;5490720,957
9902;Schwandorf-Mitte (N);9;BY;A;93;;AS Schwandorf-Nord;N;AS Schwandorf-Mitte;S;729239,519;5467727,715
9903;AD Bayer. Vogtland (N);9;BY;A;9;;AS Naila/Selbitz;N;AD Dreieck Bayerisches Vogtland (A72);S;698388,000;5579621,500
9944;AK Nürnberg-Süd (W);9;BY;A;6;;AK Kreuz Nürnberg-Süd (A73);O;AS Roth;W;653553,000;5469773,000
9950;Alzenau (S);9;BY;A;45;;AS Alzenau;N;AS Karlstein;S;502558,120;5547909,771
9951;AK Fürth/Erlangen (W);9;BY;A;3;;AS Erlangen-Frauenaurach;N;AK Kreuz Fürth/Erlangen (A73);S;643407,559;5491613,342
9952;AK Fürth/Erlangen (N);9;BY;A;73;;AS Erlangen-Bruck;N;AK Kreuz Fürth/Erlangen (A3);S;643964,127;5492494,391
9953;AK Fürth/Erlangen (S);9;BY;A;73;;AK Kreuz Fürth/Erlangen (A3);N;AS Erlangen-Eltersdorf;S;644146,553;5490692,154
9960;Adelzhausen (O);9;BY;A;8;;AS Odelzhausen;O;AS Adelzhausen;W;659453,000;5356559,500
9961;Derching;9;BY;A;8;;AS Dasing;O;AS Friedberg;W;646408,548;5362829,802
9962;Augsburg-Ost;9;BY;A;8;;AS Friedberg;O;AS Augsburg-Ost;W;643444,512;5363334,771
9963;Augsburg-West;9;BY;A;8;;AS Augsburg-Ost;O;AS Augsburg-West;W;639239,000;5364069,500
9964;Neusäß (W);9;BY;A;8;;AS Neusäß;O;AS Adelsried;W;633846,500;5364530,000
9965;Zusmarshausen (W);9;BY;A;8;;AS Zusmarshausen;O;AS Burgau;W;617225,500;5362978,000
9966;Leipheim (O);9;BY;A;8;;AS Günzburg;O;AS Leipheim;W;590622,433;5364872,545
9984;Wimpasing;9;BY;A;94;;AS Waldkraiburg/Ampfing;O;AS Heldenstein (B12);W;752815,021;5349455,673
9985;München-Riem (W);9;BY;A;94;;AS München- Riem;O;AS München-Am Moosfeld;W;699342,138;5335034,155
9986;München-Riem (O);9;BY;A;94;;AS Feldkirchen-West;O;AS München-Riem;W;701149,308;5335644,175
9987;Feldkirchen-Ost (W);9;BY;A;94;;AS Feldkirchen-Ost;O;AS Feldkirchen-West;W;703148,487;5335767,854
9991;Rohrbrunn (O);9;BY;A;3;;AS Rohrbrunn;N;AS Marktheidenfeld (B8);S;528124,893;5527434,475
9994;AD Bayer. Vogtland (S);9;BY;A;9;;AD Dreieck Bayerisches Vogtland (A72);N;AS Hof-West;S;699488,074;5576876,448
0101;Bischmisheim;10;SL;A;6;;AS St. Ingbert-West;O;AS Saarbrücken-Fechingen;W;360273,540;5454881,618
0102;Kahlenberg;10;SL;A;6;;AS Rohrbach;O;AS St. Ingbert-Mitte;W;365296,000;5459410,000
0103;AK Neunkirchen;10;SL;A;6;;AK Kreuz Neunkirchen (A8);O;AS Rohrbach;W;371254,192;5462076,097
0104;Homburg;10;SL;A;6;;AS Waldmohr;O;AS Homburg;W;378152,179;5468028,674
0105;Bexbach;10;SL;A;6;;AS Homburg;O;AK Kreuz Neunkirchen (A8);W;375016,986;5465608,762
0107;SB-Goldene Bremm;10;SL;A;6;;AD Dreieck Saarbrücken (A620);O;AS Saarbrücken-Goldene Bremm;W;353601,500;5452625,500
0109;Sengscheid;10;SL;A;6;;AS St. Ingbert-Mitte;O;AS St. Ingbert-West;W;362294,515;5458257,621
0121;Fenne;10;SL;A;620;;AS Saarbrücken-Klarenthal;O;AS Völklingen-Ost;W;346843,500;5457076,500
0122;Völklingen;10;SL;A;620;;AS Völklingen;O;AS Völklingen-Geislautern;W;344105,500;5456543,000
0123;Wehrden;10;SL;A;620;;AS Völklingen-Geislautern;O;AS Völklingen-Wehrden;W;342385,158;5457034,986
0124;Hostenbach;10;SL;A;620;;AS Völklingen-Wehrden;O;AS Wadgassen;W;341147,621;5459442,928
0125;AS Ensdorf;10;SL;A;620;;AS Wadgassen;O;AS Ensdorf;W;337929,000;5460850,000
0126;Saarlouis Mitte;10;SL;A;620;;AS Saarlouis-Lisdorf;O;AS Saarlouis-Mitte;W;336662,500;5462682,500
0127;Saarlouis;10;SL;A;620;;AS Saarlouis-Mitte;O;AS Wallerfangen;W;335120,763;5464306,472
0128;Wallerfangen;10;SL;A;620;;AS Wallerfangen;O;AD Dreieck Saarlouis (A8);W;335238,770;5466226,792
0130;AS Lisdorf;10;SL;A;620;;AS Ensdorf;O;AS Saarlouis-Lisdorf;W;337272,500;5461658,500
0132;Einöd;10;SL;A;8;;AS Einöd;O;AS Limbach;W;375081,085;5462376,388
0133;Nohfelden;10;SL;A;62;;AS Birkenfeld;O;AS Nohfelden-Türkismühle;W;363343,785;5494155,354
0134;Limbach;10;SL;A;8;;AS Limbach;O;AK Kreuz Neunkirchen (A6);W;373581,500;5463113,000
0135;Bayrisch Kohlhof;10;SL;A;8;;AK Kreuz Neunkirchen (A6);O;AS Neunkirchen-Kohlhof;W;372650,500;5463583,000
0136;Kohlhof;10;SL;A;8;;AS Neunkirchen-Kohlhof;O;AS Neunkirchen-Wellesweiler;W;371910,000;5464549,500
0137;Wellesweiler;10;SL;A;8;;AS Neunkirchen-Wellesweiler;O;AS Neunkirchen-Oberstadt;W;370551,776;5465401,200
0138;Spiesen 2;10;SL;A;8;;AS Neunkirchen-Oberstadt;O;AD Dreieck Neunkirchen/Spiesen (B41);W;367292,054;5465289,053
0139;Spiesen;10;SL;A;8;;AS Neunkirchen/Spiesen (L285);O;AS Neunkirchen-Heinitz;W;364744,000;5464923,000
0140;Heinitz;10;SL;A;8;;AS Neunkirchen-Heinitz;O;AS Elversberg;W;363810,559;5465107,188
0141;Elversberg;10;SL;A;8;;AS Elversberg;O;AD Dreieck Friedrichsthal (A623);W;361509,000;5464107,500
0142;Friedrichsthal;10;SL;A;8;;AD Dreieck Friedrichsthal (A623);O;AS Friedrichsthal-Bildstock;W;360201,310;5465266,448
0143;Quierschied;10;SL;A;8;;AS Friedrichsthal-Bildstock;O;AS Merchweiler;W;359325,141;5466651,529
0144;Merchweiler;10;SL;A;8;;AS Merchweiler;O;AK Kreuz Saarbrücken (A1);W;358012,199;5467790,345
0145;Heusweiler;10;SL;A;8;;AK Kreuz Saarbrücken (A1);O;AS Heusweiler;W;352688,679;5468539,743
0146;Niedersalbach;10;SL;A;8;;AS Heusweiler;O;AS Schwalbach/Schwarzenholz;W;347035,160;5466661,968
0147;Schwarzenholz;10;SL;A;8;;AS Schwalbach/Schwarzenholz;O;AS Schwalbach;W;344717,419;5465135,846
0148;Hülzweiler;10;SL;A;8;;AS Schwalbach;O;AS Saarwellingen;W;340453,331;5467209,388
0151;Steinrausch;10;SL;A;8;;AS Saarlouis-Steinrausch;O;AS Dillingen-Süd;W;336350,869;5467936,737
0153;Schwemlingen;10;SL;A;8;;AS Merzig;O;AS Merzig-Schwemlingen;W;327075,000;5480515,000
0154;Mechern;10;SL;A;8;;AS Rehlingen;O;AS Merzig;W;328396,107;5477013,788
0172;Nonnweiler;10;SL;A;1;;AS Hermeskeil;N;AS Nonnweiler-Bierfeld;S;352402,480;5497646,010
0173;Bierfeld;10;SL;A;1;;AS Nonnweiler-Bierfeld;N;AD Dreieck Nonnweiler (A62);S;352989,665;5496257,903
0174;Otzenhausen;10;SL;A;1;;AS Nonnweiler-Otzenhausen;N;AS Nonnweiler-Braunshausen;S;354683,577;5494972,789
0175;Kastel;10;SL;A;1;;AS Nonnweiler-Braunshausen;N;AS Nonnweiler-Primstal;S;353504,950;5492861,883
0177;Hasborn;10;SL;A;1;;AS Tholey-Hasborn;N;AS Tholey;S;353552,945;5482381,503
0180;Illingen;10;SL;A;1;;AS Illingen;N;AK Kreuz Saarbrücken (A8);S;354997,475;5470264,896
0181;Göttelborn;10;SL;A;1;;AK Kreuz Saarbrücken (A8);N;AS Quierschied;S;355802,317;5467952,477
0182;Holz;10;SL;A;1;;AS Quierschied;N;AS Holz;S;354591,527;5465831,007
0183;Riegelsberg;10;SL;A;1;;AS Holz;N;AS Riegelsberg;S;352456,250;5464376,711
0185;Kirschheck;10;SL;A;1;;AS Saarbrücken-Neuhaus;N;AS Saarbrücken-Von der Heydt;S;351808,475;5460565,609
0191;Freisen;10;SL;A;62;;AS Reichweiler;O;AS Freisen;W;373960,814;5489530,429
0194;Sötern;10;SL;A;62;;AS Nohfelden-Türkismühle;O;AS Nonnweiler-Otzenhausen;W;359428,500;5495185,500
0200;AD Saarlouis;10;SL;A;8;;AS Dillingen-Süd;O;AD Dreieck Saarlouis (A620);W;335075,500;5467227,000
0214;Nalbach;10;SL;A;8;;AS Saarwellingen;O;AS Nalbach;W;339028,000;5468273,000
0245;Jägersfreude;10;SL;A;623;;AS Saarbrücken-Herrensohr;N;AS Saarbrücken-Ludwigsberg (B41);S;354625,723;5459555,105
0246;Camphausen;10;SL;A;623;;AS Sulzbach;N;AS Saarbrücken-Dudweiler;S;356936,517;5462232,818
0248;Altenwald;10;SL;A;623;;AD Dreieck Friedrichsthal (A8);N;AS Sulzbach-Altenwald;S;360248,000;5464545,000
0304;Von der Heydt;10;SL;A;1;;AS Saarbrücken-Von der Heydt;N;AS Saarbrücken-Burbach (B268);S;351707,181;5459597,142
0324;Saarlouis-Röderberg;10;SL;A;8;;AS Nalbach;O;AS Saarlouis-Steinrausch;W;337779,725;5467942,234
0353;AS Eppelborn;10;SL;A;1;;AS Tholey;N;AS Eppelborn;S;353633,000;5475577,000
0400;Tunnel Pellinger Berg;10;SL;A;8;;AS Merzig-Wellingen;O;AS Perl-Borg;W;318710,853;5480577,309
0402;Perl;10;SL;A;8;;AS Perl;O; Bundesgrenze (L);W;309602,162;5484271,860
0407;Dillingen-Mitte;10;SL;A;8;;AS Dillingen-Mitte;O;AS Rehlingen;W;332752,932;5469849,890
0521;Herrensohr;10;SL;A;623;;AS Saarbrücken-Dudweiler;N;AS Saarbrücken-Herrensohr;S;356051,073;5461306,503
0544;Hühnerfeld;10;SL;A;623;;AS Sulzbach-Altenwald;N;AS Sulzbach;S;359165,292;5463593,759
0823;Saarbrücken-Neuhaus;10;SL;A;1;;AS Riegelsberg;N;AS Saarbrücken-Neuhaus;S;351465,256;5461883,635
1012;Fechingen;10;SL;A;6;;AS Saarbrücken-Fechingen;O;AD Dreieck Saarbrücken (A620);W;357494,396;5452030,382
2002;Eichkamp;11;BE;A;115;;AD Dreieck Funkturm (A100);N;AS Hüttenweg;S;789544,902;5824453,859
2003;Halensee;11;BE;A;100;;AS Kurfürstendamm;O;AS Messedamm-Süd;W;790691,223;5824973,139
2004;Friedenau (O);11;BE;A;103;;AK Kreuz Schöneberg (A100/B1);N;AS Saarstraße;S;794573,874;5821795,594
2005;Westend (O);11;BE;A;100;;AS Spandauer Damm;O;AS Siemensdamm;W;790516,000;5827474,000
2006;Friedenau (N);11;BE;A;100;;AS Wexstraße;O;AS Detmolder Straße;W;793609,000;5822986,500
2008;Reinickendorf (S);11;BE;A;111;;AS Kurt-Schumacher-Damm;N;AS Saatwinkler Damm;S;791601,014;5830817,882
2010;Heiligensee 2;11;BE;A;111;;AS Stolpe;N;AS Schulzendorfer Straße;S;787525,500;5838778,500
2011;Buchholz;11;BE;A;114;;AS Schönerlinder Straße;N;AS Bucher Straße;S;800371,434;5839128,724
2012;Neukölln;11;BE;A;113;;AD Dreieck Neukölln (A100);N;AS Späthstraße;S;802841,000;5821397,500
2013;Schönefeld;11;BE;A;113;;AS Adlershof;N;AS Schönefeld Nord;S;807478,608;5815390,176
2014;Britz;11;BE;A;100;;AS Britzer Damm;O;AS Gradestraße;W;799738,794;5821463,830
3601;Lehnin;12;BB;A;2;;AS Lehnin;O;AS Netzen;W;755449,500;5805552,500
3602;Erkner;12;BB;A;10;;AS Erkner;O;AS Rüdersdorf;W;825407,200;5819148,974
3603;Ludwigsfelde;12;BB;A;10;;AS Genshagen;O;AS Ludwigsfelde-Ost;W;793239,747;5803937,446
3604;Michendorf;12;BB;A;10;;AS Michendorf;O;AS Ferch;W;774290,143;5802108,463
3605;Kemnitz;12;BB;A;10;;AS Phöben;O;AS Groß Kreutz;W;763715,263;5813281,180
3606;Oranienburg;12;BB;A;10;;AD Dreieck Kreuz Oranienburg (A111);O;AS Oberkrämer;W;781112,000;5847660,500
3607;Finowfurt;12;BB;A;11;;AS Werbellin;N;AS Finowfurt;S;814438,986;5866522,220
3608;Fürstenwalde;12;BB;A;12;;AS Fürstenwalde-West;O;AS Storkow;W;845473,674;5810378,663
3610;Gollmitz;12;BB;A;13;;AS Calau;N;AS Bronkow;S;838713,917;5737401,305
3611;Maulbeerwalde;12;BB;A;24;;AS Pritzwalk;O;AS Meyenburg;W;723722,406;5896474,394
3612;Havelland;12;BB;A;24;;AD Dreieck Havelland (A10);O;AS Kremmen;W;769431,000;5848162,500
3613;Netzeband;12;BB;A;24;;AS Neuruppin;O;AS Herzsprung;W;742727,595;5876882,910
3615;Drewitz;12;BB;A;115;;AS Zehlendorf;N;AS Kleinmachnow;S;784789,889;5814002,217
3630;Güldendorf;12;BB;A;12;;AS GÜG Frankfurt (Oder)/Swiecko;O;AS Frankfurt (Oder)-Süd;W;876663,914;5810705,835
3667;Lindenberg;12;BB;A;10;;AD Dreieck Barnim (A11);O;AD Dreieck Pankow (A114);W;806254,060;5839207,515
3684;Forst;12;BB;A;15;;AS Bademeusel;N;AS GÜG Forst/Olszyna;S;897596,952;5739651,217
1601;Upahl;13;MV;A;20;;AS Grevesmühlen;O;AS Schönberg;W;642091,626;5965952,993
1602;Goldenstädt;13;MV;A;14;;AS Schwerin-Ost;N;AK Kreuz Schwerin (A24);S;666454,500;5923719,500
1603;Hohewisch;13;MV;A;24;;AS Neustadt-Glewe;O;AK Kreuz Schwerin (A14);W;670643,673;5920706,847
1604;Kavelstorf;13;MV;A;19;;AS Kavelstorf;N;AS Laage;S;709783,000;5987984,000
1605;Vietgest;13;MV;A;19;;AS Güstrow;N;AS Krakow am See;S;719178,344;5962286,519
1606;Petersdorf;13;MV;A;19;;AS Malchow;N;AS Waren (Müritz);S;724578,000;5928860,000
1607;Nadrensee;13;MV;A;11;;AS GÜG Pomellen;N;AS Penkun;S;851853,000;5920606,500
1608;Satow;13;MV;A;20;;AS Bad Doberan;O;AS Kröpelin;W;691382,423;5985257,446
1609;Tessin;13;MV;A;20;;AS Bad Sülze;O;AS Tessin;W;732468,500;5990718,295
1610;Strasburg;13;MV;A;20;;AS Pasewalk-Nord;O;AS Strasburg (Uckermark);W;814401,495;5941904,523
1611;Jarmen;13;MV;A;20;;AS Anklam;O;AS Jarmen;W;785714,000;5981739,000
1612;Hagenow;13;MV;A;24;;AS Ludwigslust;O;AS Hagenow;W;655467,500;5926363,000
1613;Rostock-Ost;13;MV;A;19;;AS Rostock-Ost;N;AS Rostock-Süd;S;708947,500;5999738,000
1614;Warnowtal;13;MV;A;20;;AK Kreuz Rostock (A19);O;AS Rostock-Südstadt;W;705856,506;5990286,679
1615;Rostock-Nord;13;MV;A;19;;AS Rostock-Nord;N;AS Rostock-Ost;S;707022,000;6001260,500
1616;Ludwigslust;13;MV;A;14;;AS Ludwigslust;N;AS Grabow;S;668394,000;5910244,500
1617;Rostock-Überseehafen;13;MV;A;19;;AS Rostock-Überseehafen;N;AS Rostock-Nord;S;706494,000;6001773,000
4101;Radefeld;14;SN;A;14;;AS Schkeuditz;N;AS Leipzig Nord;S;727944,672;5701274,483
4102;Ammelshain;14;SN;A;14;;AS Klinga;N;AS Grimma;S;757630,211;5685754,335
4103;Choren;14;SN;A;14;;AS Döbeln-Ost;N;AS Nossen-Nord;S;795885,640;5668586,528
4105;Rothschönberg;14;SN;A;4;;AS Wilsdruff;O;AD Dreieck Nossen (A14);W;813972,651;5665978,615
4106;Gersdorf;14;SN;A;4;;AS Hainichen;O;AS Frankenberg;W;785693,600;5652397,309
4107;Hohenstein;14;SN;A;4;;AS Wüstenbrand;O;AS Hohenstein-Ernstthal;W;758031,500;5635715,500
4108;Leukersdorf;14;SN;A;72;;AS Chemnitz-Süd;N;AS Stollberg Nord;S;769070,968;5631427,739
4109;Heinersgrün;14;SN;A;72;;AS Pirk;N;AD Dreieck Hochfranken (A93);S;713458,707;5587071,893
4111;Schönfeld;14;SN;A;13;;AS Schönborn;N;AS Thiendorf;S;828934,000;5695999,000
4112;Ludwigsdorf (GÜG);14;SN;A;4;;AS GÜG Görlitz;O;AS Görlitz;W;919544,500;5687245,500
4113;Hirschfeld;14;SN;A;72;;AS Zwickau-West;N;AS Reichenbach;S;742389,481;5614538,399
4114;Gospersgrün;14;SN;A;72;;AS Treuen;N;AS Plauen-Ost;S;730828,688;5603731,147
4116;Burkau;14;SN;A;4;;AS Uhyst a.T.;O;AS Burkau;W;861029,285;5682893,575
4117;Wachau;14;SN;A;4;;AS Pulsnitz;O;AS Ottendorf-Okrilla;W;843043,000;5680242,000
4118;Gompitz;14;SN;A;17;;AD Dreieck Dresden-West (A4);N;AD Dresden-Gorbitz (B173);S;822933,581;5665082,874
4119;AD Dresden-Nord (N);14;SN;A;13;;AS Marsdorf;N;AD Dreieck Dresden-Nord (A4);S;831974,500;5676574,000
4120;AD Dresden-Nord (W);14;SN;A;4;;AD Dreieck Dresden-Nord (A13);O;AS Dresden-Flughafen;W;832166,000;5674469,000
4121;AD Dresden-Nord (O);14;SN;A;4;;AS Hermsdorf;O;AD Dreieck Dresden-Nord (A13);W;832888,000;5676356,500
4122;GÜG Breitenau-Schönwald;14;SN;A;17;;AS Bad Gottleuba;N; GÜG Breitenau;S;843847,000;5639481,500
4123;Nieder Seifersdorf;14;SN;A;4;;AS Kodersdorf;O;AS Nieder Seifersdorf;W;904237,500;5688869,500
4124;Niederrödern;14;SN;A;13;;AS Thiendorf;N;AS Radeburg;S;829814,000;5687922,000
4125;Sobrigau;14;SN;A;17;;AS Dresden-Prohlis;N;AS Heidenau in Sachsen;S;836058,504;5658771,276
4126;Niederfrohna;14;SN;A;72;;AS Niederfrohna;N;AS Hartmannsdorf;S;763363,500;5644608,500
4127;Meerane-West;14;SN;A;4;;AS Meerane;O;AS Schmölln;W;737306,000;5637007,500
4150;Leipzig-Südwest;14;SN;A;38;;AS Leipzig-Südwest;O;AS Lützen;W;726977,000;5683813,000
4151;Knautnaundorf;14;SN;A;38;;AS Leipzig-Neue Harth;O;AS Leipzig-Südwest;W;728953,500;5684075,500
4152;Gaschwitz;14;SN;A;38;;AS Leipzig-Süd;O;AS Leipzig-Neue Harth;W;735481,000;5682757,000
4153;Kleinstädteln;14;SN;A;38;;AS Leipzig-Südost;O;AS Leipzig-Süd;W;738080,500;5682897,500
4154;Liebertwolkwitz;14;SN;A;38;;AD Dreieck Parthemaue;O;AS Leipzig-Südost;W;742571,000;5684889,000
4156;Beucha;14;SN;A;14;;AD Dreieck Parthenaue (A38);N;AS Naunhof;S;748218,887;5690345,082
4157;Wolfshain;14;SN;A;14;;AS Kleinpösna;N;AD Dreieck Parthenaue (A38);S;746263,500;5690696,000
4158;Engelsdorf;14;SN;A;14;;AS Leipzig-Ost;N;AS Kleinpösna;S;743992,500;5694497,500
4161;Seehausen;14;SN;A;14;;AS Leipzig-Mitte;N;AS Leipzig-Messegelände;S;736840,040;5700018,194
4162;Breitenfeld;14;SN;A;14;;AS Leipzig-Nord;N;AS Leipzig-Mitte;S;734553,500;5700694,000
3804;Vockerode;15;ST;A;9;;AS Coswig;N;AS Vockerode;S;731002,324;5750907,521
3809;Leipzig West;15;ST;A;9;;AS Großkugel;N;AS Leipzig-West;S;721984,891;5694272,793
3810;Theeßen;15;ST;A;2;;AS Ziesar;O;AS Theeßen;W;714698,956;5792825,760
3832;Plötzkau;15;ST;A;14;;AS Plötzkau;N;AS Könnern;S;684911,843;5734073,653
3833;Gröbers;15;ST;A;14;;AS Gröbers;N;AK Schkeuditzer Kreuz (A9);S;720463,349;5702678,295
3834;Rippachtal West;15;ST;A;38;;AK Kreuz Rippachtal (A9);O;AS Leuna (B91);W;711617,379;5680918,226
3835;Hohenwarthe;15;ST;A;2;;AS Lostau;O;AS Magdeburg-Rothensee;W;685116,500;5789149,000
3836;Bornstedt/Irxleben;15;ST;A;2;;AS Irxleben;O;AS Bornstedt;W;669045,911;5783779,175
3837;Alleringersleben;15;ST;A;2;;AS Eilsleben;O;AS Alleringersleben;W;647978,693;5786348,292
3838;AK Magdeburg Süd;15;ST;A;14;;AK Kreuz Magdeburg (A2);N;AS Magdeburg-Stadtfeld;S;674029,249;5781339,961
3839;AK Magdeburg Nord;15;ST;A;14;;AS Dahlenwarsleben;N;AK Kreuz Magdeburg (A2);S;674194,000;5784284,000
3840;Halle-Pappelgrund;15;ST;A;143;;AS Halle-Neustadt;N;AS Teutschenthal;S;698433,000;5705612,500
3859;Benzingerode;15;ST;A;36;;AS Heimburg;O;AS Wernigerode-Zentrum;W;629749,450;5744909,261
3860;Aschersleben;15;ST;A;36;;AS Aschersleben-Ost;O;AS Aschersleben-Mitte;W;671172,789;5739608,257
3901;Wiedemar;15;ST;A;9;;AS Wiedemar;N;AK Schkeuditzer Kreuz (A14);S;722805,019;5703798,930
3902;Schkeuditzer Kreuz Süd;15;ST;A;9;;AK Schkeuditzer Kreuz (A14);N;AS Großkugel;S;721793,788;5700555,128
3903;Weißenfels Süd;15;ST;A;9;;AS Weißenfels;N;AS Naumburg;S;706893,000;5667166,500
3904;Günthersdorf;15;ST;A;9;;AS Leipzig-West;N;AS Bad Dürrenberg;S;721399,068;5691796,386
3905;Bad Dürrenberg Süd;15;ST;A;9;;AS Bad Dürrenberg;N;AK Kreuz Rippachtal (A38);S;717851,130;5685804,440
3906;Rippachtal Süd;15;ST;A;9;;AK Kreuz Rippachtal (A38);N;AS Weißenfels;S;712682,801;5679112,382
3907;Schkeuditzer Kreuz Ost;15;ST;A;14;;AK Schkeuditzer Kreuz (A9);N;AS Schkeuditz;S;723837,731;5701965,395
3908;Halle-Trotha/Teufelsgrund;15;ST;A;14;;AS Halle-Trotha;N;AS Halle-Tornau;S;705156,500;5717300,000
3909;Osterweddingen;15;ST;A;14;;AS Magdeburg-Sudenburg;N;AS Magdeburg-Reform;S;678052,500;5770618,500
