Dauerzaehlstellennummer;Dauerzaehlstellenname;Landesnummer;Landeskuerzel;Straßenklasse;Straßennummer;Straßennumernzusatz;Nahziel_Richtung_1;Himmelsrichtung_Richtung_1;Nahziel_Richtung_2;Himmelsrichtung_Richtung_2;Koordinaten_UTM32_E;Koordinaten_UTM32_N
3910;Lützen;15;ST;A;38;;AS Lützen;O;AK Kreuz Rippachtal (A9);W;717922,000;5680673,500
3911;Merseburg/Geiseltal;15;ST;A;38;;AS Merseburg-Süd;O;AS Merseburg-Nord;W;703660,848;5692113,433
3912;Helmetal;15;ST;A;38;;AS Sangerhausen-West;O;AS Roßla;W;655207,552;5702400,695
3913;Rohnetal;15;ST;A;38;;AS Eisleben (B180);O;AS Allstedt;W;669204,422;5701091,398
3914;Schönebeck;15;ST;A;14;;AS Schönebeck;N;AS Calbe;S;682889,112;5763806,857
3915;Reform;15;ST;A;14;;AS Magdeburg-Reform;N;AS Schönebeck;S;681343,274;5767300,974
3916;Sudenburg;15;ST;A;14;;AS Wanzleben;N;AS Magdeburg-Sudenburg;S;674500,500;5772732,500
3917;Wanzleben;15;ST;A;14;;AS Magdeburg-Stadtfeld;N;AS Wanzleben;S;673388,000;5774705,000
3918;Naumburg Süd;15;ST;A;9;;AS Naumburg;N;AS Droyßig;S;706356,500;5659692,000
3919;Droyßig;15;ST;A;9;;AS Droyßig;N;AS Eisenberg;S;706067,500;5657651,000
3926;Allstedt;15;ST;A;38;;AS Allstedt;O;AD Südharz (A71);W;663443,500;5701030,500
3927;Eisleben;15;ST;A;38;;AS Querfurt;O;AS Eisleben;W;677045,500;5702290,000
3928;Querfurt;15;ST;A;38;;AS Schafstädt;O;AS Querfurt;W;687409,500;5698395,000
3929;Steuden;15;ST;A;38;;AD Dreieck Halle-Süd (A143);O;AS Schafstädt;W;693807,500;5698271,500
3930;Halle Süd;15;ST;A;38;;AS Bad Lauchstädt;O;AD Dreieck Halle-Süd (A143);W;700553,000;5698452,500
3931;Merseburg Nord;15;ST;A;38;;AS Merseburg-Nord;O;AS Bad Lauchstädt;W;701986,000;5697503,000
3932;Merseburg Süd;15;ST;A;38;;AS Leuna;O;AS Merseburg-Süd;W;707458,000;5684629,000
3937;Magdeburg Kannenstieg;15;ST;A;2;;AS Magdeburg-Zentrum;O;AS Magdeburg-Kannenstieg;W;677327,500;5784225,500
3940;Burg Zentrum;15;ST;A;2;;AS Burg-Ost;O;AS Burg-Zentrum;W;696885,000;5790709,000
3957;Thurland Nord;15;ST;A;9;;AS Dessau-Süd;N;AS Thurland;S;722406,500;5737475,000
3958;Thurland Süd;15;ST;A;9;;AS Thurland;N;AS Bitterfeld-Wolfen;S;721846,000;5732266,500
4300;Talbrücke Reichenbach;16;TH;A;71;;AS Ilmenau-West;N;AS Gräfenroda;S;632623,000;5619747,000
4301;Gotha;16;TH;A;4;;AS Gotha;O;AS Gotha-Boxberg;W;621344,500;5640288,000
4302;Weimar;16;TH;A;4;;AS Apolda;O;AS Weimar;W;661850,819;5646041,069
4303;Ronneburg;16;TH;A;4;;AS Ronneburg;O;AS Gera-Leumnitz;W;726539,500;5640522,500
4304;HK/West;16;TH;A;4;;AK Hermsdorfer Kreuz (A9);O;AS Stadtroda;W;699738,500;5640263,500
4305;HK/Ost;16;TH;A;4;;AS Hermsdorf-Ost;O;AK Hermsdorfer Kreuz (A9);W;700974,269;5640547,894
4306;Werrabrücke;16;TH;A;4;;AS Eisenach-West;O;AS Herleshausen;W;585967,500;5651730,500
4307;Laucha;16;TH;A;4;;AS Waltershausen;O;AS Sättelstädt;W;608283,000;5642087,500
4308;Rasthof Hörselgau;16;TH;A;4;;AS Gotha-Boxberg;O;AS Waltershausen;W;611145,500;5641588,000
4309;Wandersleben;16;TH;A;4;;AS Neudietendorf;O;AS Wandersleben;W;628980,000;5637728,000
4311;Werratalbrücke Meiningen;16;TH;A;71;;AS Meiningen-Nord;N;AS Meiningen-Süd;S;604618,500;5598968,000
4320;Bad Klosterlausnitz;16;TH;A;9;;AS Eisenberg;N;AS Bad Klosterlausnitz;S;699539,247;5645269,601
4321;HK/Süd;16;TH;A;9;;AK Hermsdorfer Kreuz (A4);N;AS Hermsdorf-Süd;S;700327,697;5639866,953
4322;HK/Nord;16;TH;A;9;;AS Bad Klosterlausnitz;N;AK Hermsdorfer Kreuz (A4);S;700105,564;5641371,335
4323;Schleiz;16;TH;A;9;;AS Dittersdorf;N;AS Schleiz;S;697899,744;5603473,128
4324;Eisenberg;16;TH;A;9;;AS Droyßig;N;AS Eisenberg;S;704124,500;5652617,000
4325;Tautendorf;16;TH;A;9;;AS Hermsdorf-Süd;N;AS Lederhose;S;702828,500;5634667,500
4326;Moßbach;16;TH;A;9;;AS Triptis;N;AS Dittersdorf;S;699274,000;5616556,000
4327;Lobenstein;16;TH;A;9;;AS Bad Lobenstein;N;AS Rudolphstein;S;699053,500;5591337,000
4330;Rennsteig;16;TH;A;71;;AS Gräfenroda;N;AS Oberhof;S;619361,242;5614390,574
4331;Hochwald;16;TH;A;71;;AS Oberhof;N;AS Suhl/Zella-Mehlis;S;619516,500;5612355,000
4332;Tunnel Behringen;16;TH;A;71;;AS Arnstadt-Süd;N;AS Stadtilm;S;641308,000;5626727,000
4333;Berg Bock;16;TH;A;71;;AS Suhl/Zella-Mehlis;N;AD Dreieck Suhl (A73);S;618734,290;5610827,226
4334;Eichelberg;16;TH;A;71;;AS Meiningen-Süd (B89);N;AS Rentwertshausen;S;602764,426;5596546,973
4335;Schloßvippach;16;TH;A;71;;AS Sömmerda-Ost;N;AS Sömmerda-Süd;S;651313,500;5666084,500
4337;Mittelhausen;16;TH;A;71;;AS Erfurt-Stotternheim;N;AS Erfurt-Mittelhausen;S;640488,000;5655393,000
4340;Tunnel Schmücke;16;TH;A;71;;AS Heldrungen;N;AS Kölleda;S;654428,000;5682269,500
4341;AK Erfurt/Nord;16;TH;A;71;;AS Erfurt-Bindersleben (B7);N;AK Kreuz Erfurt (A4);S;636809,899;5640678,603
4342;AK Erfurt/Süd;16;TH;A;71;;AK Kreuz Erfurt (A4);N;AS Arnstadt-Nord;S;638550,687;5639701,925
4343;PWC Dornheim;16;TH;A;71;;AS Arnstadt-Nord;N;AS Arnstadt-Süd;S;641554,000;5633602,000
4344;Ilmenau-West;16;TH;A;71;;AS Ilmenau-Ost;N;AS Ilmenau-West;S;634749,500;5619648,500
4345;AD Suhl/Ost;16;TH;A;71;;AS Suhl/Zella-Mehlis;N;AD Dreieck Suhl (A73);S;617235,243;5608417,095
4346;AD Suhl/West;16;TH;A;71;;AD Dreieck Suhl (A73);N;AS Meiningen-Nord;S;615879,501;5607644,249
4347;Artern;16;TH;A;71;;AD Dreieck Südharz (A38);N;AS Artern;S;658648,500;5695322,000
4349;Hohe Schrecke;16;TH;A;71;;AS Artern;N;AS Heldrungen;S;657375,500;5690349,000
4351;AK Erfurt/West;16;TH;A;4;;AK Kreuz Erfurt (A71);O;AS Neudietendorf;W;636739,211;5639670,098
4352;AK Erfurt/Ost;16;TH;A;4;;AS Erfurt-West;O;AK Kreuz Erfurt (A71);W;638496,065;5640292,624
4353;PWC Willroder Forst;16;TH;A;4;;AS Erfurt-Ost;O;AS Erfurt-West;W;645679,500;5641929,500
4354;Erfurt-Ost;16;TH;A;4;;AS Erfurt-Vieselbach;O;AS Erfurt-Ost;W;650495,000;5643963,000
4355;Rasthof Eichelborn;16;TH;A;4;;AS Nohra;O;AS Erfurt-Vieselbach;W;654229,000;5646437,000
4357;PWC Podelsatz;16;TH;A;4;;AS Stadtroda;O;AS Jena-Zentrum;W;690744,000;5639405,500
4358;Hermsdorf-Ost;16;TH;A;4;;AS Rüdersdorf;O;AS Hermsdorf-Ost;W;702729,000;5641853,500
4361;Gera-Leumnitz;16;TH;A;4;;AS Gera-Leumnitz;O;AS Gera;W;721331,000;5642204,500
4363;AS Eisenach-West;16;TH;A;4;;AS Eisenach-Ost;O;AS Eisenach-West;W;589321,500;5651256,500
4364;AS Eisenach-Ost;16;TH;A;4;;AS Sättelstädt;O;AS Eisenach-Ost;W;603978,500;5648760,000
4366;Tunnel Jagdberg;16;TH;A;4;;AS Jena-Göschwitz (B88);O;AS Bucha (L2309);W;680044,000;5639059,500
4367;Tunnel Lobdeburg;16;TH;A;4;;AS Jena-Zentrum;O;AS Jena-Göschwitz;W;683519,500;5639688,000
4372;Röstebachtalbrücke;16;TH;A;38;;AS Breitenworbis;O;AS Leinefelde (B247);W;596337,552;5695066,566
4373;Rodebachtalbrücke;16;TH;A;38;;AS Dreieck Großwechsungen;O;AS Bleicherode;W;617177,000;5702488,500
4375;Heringen;16;TH;A;38;;AS Berga;O;AS Heringen;W;630492,000;5704426,000
4376;AS Nordhausen-West;16;TH;A;38;;AS Nordhausen-West;O;AS Dreieck Großwechsungen;W;621015,500;5705653,500
4377;Tunnel Höllberg;16;TH;A;38;;AS Bleicherode;O;AS Breitenworbis;W;602205,000;5696670,500
4382;AD Suhl/Süd;16;TH;A;73;;AD Dreieck Suhl (A71);N;AS Suhl-Zentrum;S;616354,779;5606946,842
4383;AS Schleusingen;16;TH;A;73;;AS Schleusingen;N;AS Eisfeld-Nord;S;625685,500;5597300,500
4384;Talbrücke Werratal;16;TH;A;73;;AS Eisfeld-Nord;N;AS Eisfeld-Süd;S;634393,500;5586911,500
