Dauerzaehlstellennummer;Dauerzaehlstellenname;Landesnummer;Landeskuerzel;Straßenklasse;Straßennummer;Straßennumernzusatz;Nahziel_Richtung_1;Himmelsrichtung_Richtung_1;Nahziel_Richtung_2;Himmelsrichtung_Richtung_2;Koordinaten_UTM32_E;Koordinaten_UTM32_N
9292;Amberg (s);9;BY;B;299;; Amberg;N; Ursensollen;S;704352,731;5479402,379
9293;Schrobenhausen;9;BY;B;300;; Hohenwart;O; Schrobenhausen;W;669459,000;5382069,000
9294;Bischofsgrün;9;BY;B;303;; Marktredwitz;O; Bad Berneck;W;699604,000;5549045,000
9295;Rain;9;BY;B;8;; Atting;O; Rain;W;755163,000;5422824,000
9296;Miltenberg;9;BY;B;469;; Kleinheubach;N; Amorbach;S;515907,607;5505655,203
9297;Gößweinstein-Sachsenmühle;9;BY;B;470;; Pottenstein;O; Ebermannstadt;W;666086,000;5516315,000
9298;Waakirchen;9;BY;B;472;; Miesbach;O; Waakirchen;W;701921,500;5294721,500
9299;Eibelstadt;9;BY;B;13;; Eibelstadt-Nord;N; Eibelstadt-Süd;S;571618,241;5508688,196
9301;Soyen;9;BY;B;15;; Soyen;N; Reitmehring;S;738260,865;5331252,567
9302;Würzburg/Estenfeld;9;BY;B;19;; Estenfeld;N; Lengfeld;S;570297,000;5518364,500
9303;Burgwindheim;9;BY;B;22;; Kappel;O; Burgwindheim;W;615332,000;5520689,000
9304;Winklarn;9;BY;B;22;; Pillmersried;O; Winklarn;W;752205,500;5480372,500
9305;Kronach (O);9;BY;B;173;; Unterrodach;O; Höfles;W;669857,155;5568222,458
9307;Kleinheubach;9;BY;B;469;; Kleinheubach;N; Miltenberg;S;515347,869;5506850,641
9308;Schweigbach/Halbergmoos;9;BY;B;301;; Abzweig St2053;N; Abzweig B388, Fischerhäuser;S;701053,500;5352202,000
9310;Eching-Viecht;9;BY;B;11;; Landshut;N; Moosburg;S;726229,833;5376431,632
9311;Oberzell;9;BY;B;300;; AS Dasing (A8);O; Friedberg;W;648627,000;5359986,753
9320;Zorneding;9;BY;B;304;; Kirchseeon;O; Vaterstetten;W;710822,000;5328653,500
9324;Dietersheim;9;BY;B;470;; Neustadt a.d. Aisch;O; Dottenheim;W;611750,375;5490806,599
9350;Oberau (n);9;BY;B;2;; Eschenlohe;N; Farchant;S;662582,500;5271411,500
9351;Oberau (s);9;BY;B;2;; Eschenlohe;N; Farchant;S;659399,500;5267013,000
9352;Oberau (w);9;BY;B;23;; Ettal;N; Oberau;S;660633,500;5269462,000
9380;Buchloe;9;BY;B;12;; Buchloe;O; Kaufbeuren;W;628478,398;5319718,140
9384;Griesen;9;BY;B;23;; Abzweig S2061;N; Bundesgrenze (A);S;646475,500;5260127,500
9385;Sylvensteinsee;9;BY;B;307;; Bundesgrenze (A);O; Abzweig B13;W;691847,000;5273440,500
9393;Oberammergau;9;BY;B;23;; Saulgrub;N; Oberau;S;654437,000;5273032,000
9394;Kesselberg;9;BY;B;11;; Kochel;N; Walchensee;S;676827,500;5277485,500
9401;Deggendorf;9;BY;B;11;; Grafling;N; Deggendorf;S;790352,825;5420851,709
9420;Grafenau;9;BY;B;533;; AS Roth;O; Rednitzhembach;W;820782,609;5419526,274
9462;Eggenfelden (o);9;BY;B;388;; Auhof;O; Eggenfelden;W;779781,000;5368416,500
9496;Freising;9;BY;B;301;; Abzweig Tüntenhausen;N; Abzweig Zurnhausen;S;704987,000;5367954,500
9571;Marktzeuln-Zettlitz (w);9;BY;B;173;; Kronach;O; Lichtenfels;W;655939,000;5558599,135
9572;Marktzeuln-Zettlitz (o);9;BY;B;173;; Kronach;O; Lichtenfels;W;656185,258;5558890,432
9573;Zettlitz Süd;9;BY;B;289;; Horb a. Main;O; Zettlitz;W;656179,280;5558718,821
9810;Karlsfeld-Rothschwaige;9;BY;B;304;; Karlsfeld;O; Dachau;W;682416,500;5344784,500
9820;Oberschleißheim-Neuh.;9;BY;B;13;; Harthof;N; Oberschleißheim;S;692182,521;5344262,648
9830;Pullach;9;BY;B;11;; München;N; Baierbrunn;S;687449,430;5326555,989
9853;Höchstadt;9;BY;B;505;; Pommersfelden;N; AS Pommersfelden;S;631544,054;5510354,469
9861;Simbach a. Inn (s);9;BY;B;12;; Bundesgrenze (A);O; Dreieck Ach;W;797480,590;5351891,889
9862;Simbach a. Inn (n);9;BY;B;12;; Simbach;O; Dreieck Ach;W;796833,674;5352376,152
9863;Simbach a. Inn (w);9;BY;B;12;; Dreieck Ach;O; Altötting;W;796714,313;5351609,387
9870;Neuhaus a. Inn (o);9;BY;B;512;; Bundesgrenze (A);O; Abzweig S2110;W;826727,586;5377661,525
9871;Neuhaus a. Inn (s);9;BY;B;512;; Übergang S2110;O; Abzweig S2119;W;826217,796;5377284,234
9937;Nußdorf-Aiging;9;BY;B;304;; Traunstein;O; Altenmarkt;W;770243,000;5312079,500
9945;Schwabach;9;BY;B;2;; Rednitzhembach;N; Roth;S;650139,500;5466266,500
9949;Lindau-Diepoldsbergtunnel;9;BY;B;31;; Weißensberg;O; Kressbronn;W;551648,000;5269569,000
9988;Bergkirchen-Geiselbullach;9;BY;B;471;; Dachau;O; AS Dachau/Fürstenfeldbruck;W;674499,530;5345033,367
0223;Eppelborn;10;SL;B;10;; Eppelborn;O; Dirmingen;W;353551,500;5475311,500
0243;SB-Neue Bremm;10;SL;B;41;; Saarbrücken-Neue Bremm;N; Bundesgrenze (F);S;351246,500;5452253,500
0244;Saarbrücken-Rodenhof;10;SL;B;41;; Saarbrücken-Rodenhof;N; Saarbrücken-Rastpfuhl;S;354180,000;5457590,500
0267;Rilchingen-Hanweiler;10;SL;B;51;; Rilchingen;N; Bundesgrenze (F);S;359027,500;5442221,500
0279;Bous;10;SL;B;51;; Ensdorf;N; Völklingen;S;339302,500;5460812,000
0300;OU Besseringen;10;SL;B;51;; Mettlach;N; Merzig;S;327558,102;5483735,989
0329;Ensdorf;10;SL;B;269;; Bous;N; A620, Altforweiler;S;337796,000;5461546,500
0330;Überherrn (LisdorferBerg);10;SL;B;269;; A620, Bous;N; Altforweiler;S;337202,500;5461418,500
0370;Unner;10;SL;B;406;; Unner;N; Bundesgrenze (F);S;356230,500;5450711,500
0393;Nennig-Ost;10;SL;B;406;; Sinz Orscholz;N; Nennig;S;310363,000;5490820,500
0394;Nennig-Zoll;10;SL;B;406;; Bundesgrenze (L);N; Nennig;S;310076,500;5490948,000
0404;Perl-Zoll 2;10;SL;B;419;; B407 Bundesgrenze (F);N; Perl;S;309635,000;5483091,500
0406;Nennig-Nord;10;SL;B;419;; Perl;N; B406 Palzem (Rhl.Pfalz);S;310239,693;5490934,541
0429;Perl-Zoll 1;10;SL;B;419;L; Perl;O; Schengen (L);W;309580,500;5483173,000
0523;Saarbrücken;10;SL;B;41;; Übergang A623;N; Saarbrücken-Rodenhof;S;354027,000;5457826,500
2061;Nikolassee;11;BE;B;1;; AK Kreuz Zehlendorf (A115);O; Potsdam (B2/B273);W;784281,239;5815843,611
2062;Staaken;11;BE;B;5;; Berlin-Spandau (B2);O; Berlin-Spandau, Landesgr. BB;W;779485,500;5827853,500
2063;Blankenfelde;11;BE;B;96;a; Schildow, Landesgr. BB;N; Berlin-Pankow;S;796774,500;5839596,000
2064;Mahlsdorf;11;BE;B;1;; Berlin-Hellersdorf, Landesgr. BB;O; Berlin-Marzahn (B158);W;813970,902;5827113,113
2065;Malchow;11;BE;B;2;; AS Berlin-Weißensee (A10);N; Berlin-Prenzlauer Berg (B96a);S;803750,500;5835645,500
2066;Marienfelde;11;BE;B;101;; Berlin-Tempelhof (B96);N; Abzweig Heinersdorf (L76);S;796174,072;5814873,739
3616;Angermünde;12;BB;B;2;; Angermünde;N; Schmargendorf, Abzweig L200;S;834517,677;5883644,498
3617;Friedrichsthal;12;BB;B;2;; Gartz, Abzweig L27;N; Schwedt, Abzweig B166;S;855955,743;5902800,452
3618;Lietzow;12;BB;B;5;; Nauen;O; Berge;W;759301,500;5836307,000
3619;Nassenheide;12;BB;B;96;; Löwenberg, Kreuzung B167;N; Oranienburg, Kreuzung B273;S;784789,106;5859286,380
3620;Dollenchen;12;BB;B;96;; Finsterwalde, Abzweig L60;N; AS Großräschen (A13);S;835575,927;5729002,871
3622;Birkhahn;12;BB;B;97;; AS Cottbus-Süd (A15);N; Spremberg, Abzweig B156;S;871164,500;5732221,500
3625;Ahrensfelde;12;BB;B;158;; Berlin-Marzahn;N; AS Berlin-Hohenschönhausen;S;810818,432;5835821,761
3626;Falkenberg;12;BB;B;167;; Bad Freienwalde, Kreuzung B158;O; Eberswalde;W;836381,500;5860980,500
3632;Vogelsdorf;12;BB;B;1;; Herzfelde;O; AS Berlin-Hellersdorf (A10);W;823341,965;5826877,355
3634;Schlieben;12;BB;B;87;; Abzweig B96;O; Herzberg, Kreuzung B101;W;805572,007;5740765,105
3635;Plessa;12;BB;B;169;; Plessa;N; Elsterwerda, Abzweig B101;S;817976,858;5711953,243
3636;Fredersdorf;12;BB;B;102;; Golzow;N; Belzig;S;747461,449;5787644,171
3637;Werbig;12;BB;B;102;; Jüterbog;N; Dahme;S;790441,323;5760535,293
3638;Hohenwutzen;12;BB;B;158;; Neuenhagen, Kreuzung B158a, L28;N; Bad Freienwalde, Kreuzung B167;S;840584,500;5864348,500
3639;Ganzer;12;BB;B;167;; AS Neuruppin (A24);O; Bückwitz;W;741229,839;5864252,436
3640;Groß Pankow;12;BB;B;189;; Pritzwalk, Abzweig L111;N; Perleberg, Abzweig B5;S;703950,500;5890415,500
3650;Jeserig;12;BB;B;1;; Groß Kreutz;O; Brandenburg a.d.H.-Neuschmerzke, B102;W;750199,346;5812835,370
3653;Drebkau;12;BB;B;169;; AS Cottbus-West (A15);N; Drebkau;S;863885,000;5739767,000
3654;Märkisch Buchholz;12;BB;B;179;; Bestensee, Kreuzung B246;N; Märkisch Buchholz;S;824286,435;5788750,080
3655;Lenzen;12;BB;B;195;; Lenzen;N; Ferbitz;S;670166,237;5886492,978
3668;Neurochlitz;12;BB;B;2;; GÜG Rossow;N; Kreuzung B113;S;860320,213;5917103,490
3669;Dallgow;12;BB;B;5;; Berlin-Spandau;O; AS Berlin-Spandau (A10);W;775188,500;5828186,500
3672;Schwedt;12;BB;B;166;; Schwedt, Abzweig B2;N; GÜG Schwedt;S;854372,781;5891372,525
3675;Simmersdorf;12;BB;B;115;; Simmersdorf;O; AS Forst (A15);W;887473,000;5743486,500
3677;Frankfurt (Oder);12;BB;B;5;; GÜG Frankfurt(Oder)-Stadtbrücke;O; Frankfurt(O)-Zentrum, Abzweig B87;W;878037,500;5814188,500
3679;Heiligengrabe;12;BB;B;189;; AS Pritzwalk (A24);N; Pritzwalk, Kreuzung B103;S;727288,106;5894246,722
3680;Köpernitz;12;BB;B;122;; Rheinsberg (L15);N; Dierberg (L19);S;763825,500;5886303,500
3686;Schlagsdorf-Grenze;12;BB;B;97;; Bundesgrenze (PL);N; B112;S;891177,500;5765551,000
3689;Beutersitz;12;BB;B;101;; Herzberg, Kreuzung B87;N; Bad Liebenwerda, Abzweig B183;S;801840,500;5723812,500
3693;Müncheberg;12;BB;B;168;; Prötzel;N; Müncheberg, Kreuzung B1, B5;S;846540,000;5831045,500
3701;Glindow;12;BB;B;1;; Werder;O; AS Groß Kreutz (A10);W;762036,500;5811122,000
3703;Dannenwalde;12;BB;B;96;; Fürstenberg/Havel, Abzweig L15;N; Gransee, Abzweig L22;S;780821,323;5886673,497
3706;Tiefensee;12;BB;B;158;; Tiefensee, Kreuzung B168;N; Werneuchen;S;826343,500;5847164,000
3707;Teerofen;12;BB;B;166;; Zichow, Abzweig B166a;N; Schwedt, Abzweig B2;S;846531,885;5898348,099
3708;Zerpenschleuse;12;BB;B;167;; Abzweig L220;O; Zerpenschleuse, Abzweig B109;W;806554,517;5865987,366
3709;Löwenberg;12;BB;B;167;; Löwenberg, Abzweig B96;O; Alt Ruppin, Abzweig B122;W;777921,961;5868371,458
3710;Carzig;12;BB;B;167;; Lebus, Kreuzung B112;O; Seelow, Kreuzung B1;W;870424,406;5826227,958
3711;Turnow;12;BB;B;168;; Lieberose, Abzweig B320;N; Peitz;S;871098,500;5759799,000
3712;Seddin;12;BB;B;2;; BAB A10;N; B246, Beelitz;S;772933,494;5798762,154
3713;Wilhelmshorst;12;BB;B;2;; Potsdam;N; Michendorf;S;775523,914;5807368,632
3714;Biebersdorf;12;BB;B;87;; Beeskow;O; Lübben/Spreewald;W;842285,239;5771441,716
3715;Zossen;12;BB;B;96;; Zossen;N; Wünsdorf;S;805168,038;5790969,500
3716;Lossow 2;12;BB;B;112;;AS Frankfurt(Oder)-Mitte (A12);N; Eisenhüttenstadt (B246);S;879448,142;5806128,625
3717;Mahlow 2;12;BB;B;96;a; Schönefeld;N; Mahlow;S;802221,384;5810941,519
3718;Heinersdorf;12;BB;B;101;; Abzweig Heinersdorf;N; Abzweig Großbeeren;S;795270,500;5813341,000
3719;Dolgelin;12;BB;B;167;; Abzweig K6435;O; Abzweig L37;W;866255,000;5830603,000
3720;Dahlewitz 2;12;BB;B;96;; Mahlow, Abzweig B96a;N; AS Rangsdorf (A10);S;803295,000;5806045,000
3721;Steinsdorf;12;BB;B;112;; Neuzelle;N; Gross Breesen;S;889347,000;5779134,000
3723;Manschnow 2;12;BB;B;1;; Küstrin-Kietz;O; Manschnow;W;880106,000;5839544,500
1680;Ückeritz;13;MV;B;111;; Schmollensee;O; Koserow;W;832717,334;5993692,626
1681;Pudagla;13;MV;B;111;; B110;O; Schmollensee;W;832861,533;5993497,843
1682;Ziethen;13;MV;B;109;; Klein Bünzow;N; Redoute;S;808306,129;5980104,126
1683;Relzow;13;MV;B;110;; Zecherin;O; Redoute;W;808611,000;5980808,500
1684;Rostock-Messestraße;13;MV;B;105;; Messestraße, B103;O; Sievershagen;W;699088,500;5999686,000
1701;Selmsdorf;13;MV;B;104;; Selmsdorf;O; Schlutup;W;620727,289;5972156,319
1702;Schönberg;13;MV;B;104;; Schönberg;O; Selmsdorf;W;622770,257;5971718,098
1703;Teldau;13;MV;B;195;; Abzw. OU Boizenburg, Abzw. B5 Ludw.;N; Neuhaus;S;621661,309;5909779,027
1705;Dömitz;13;MV;B;191;; Kreuzung B195 bei Dömitz;O; Dannenberg;W;649374,027;5891261,074
1706;Pampow;13;MV;B;321;; Schwerin, Abzweig B106 Wismar;O; AS Hagenow (A24);W;654743,840;5936711,731
1707;Niendorf;13;MV;B;106;; Abzweig B208 bei Wismar;N; Schwerin, Abzweig B104 Güstrow;S;660108,289;5963116,881
1709;Brahlstorf;13;MV;B;104;; Brüel;O; AS Schwerin-Nord (A241);W;669299,016;5952920,448
1710;Hornstorf;13;MV;B;105;; Neubukow;O; AK Kreuz Wismar (A20);W;667582,581;5975281,356
1711;Reinstorf;13;MV;B;192;; Warin;O; AS Zurow (A20);W;672907,500;5970356,500
1712;Rom;13;MV;B;191;; Lübz;O; Parchim, Abzweig B321 Schwerin;W;697694,500;5926182,000
1713;Klueß;13;MV;B;104;; AS Güstrow (A19);O; Abzweig B103 bei Güstrow;W;717067,029;5963120,051
1714;Sarmstorf;13;MV;B;103;; AS Laage (A19);N; Güstrow;S;711692,386;5970801,121
1716;Rövershagen;13;MV;B;105;; Rövershagen;O; AS Rostock-Ost (A19);W;711221,371;6006479,795
1717;Hohenfelde;13;MV;B;110;; Sanitz, Abzweig L191;O; AS Rostock-Süd (A19);W;716852,935;5997156,128
1718;Perow;13;MV;B;108;; Matgendorf;N; Abzweig Thürkow;S;732360,497;5972529,302
1719;Woldegk;13;MV;B;104;; Strasburg;O; Woldegk;W;806928,491;5934165,617
1720;Waren;13;MV;B;192;; Klein Plasten;O; Waren (Müritz);W;748766,909;5937198,094
1721;Vietzen;13;MV;B;198;; Mirow;O; Kreuzung L24 Röbel/Müritz;W;749540,567;5913833,182
1722;Karnin;13;MV;B;105;; Kreuzung Martenshof;O; Löbnitz;W;748425,606;6023833,149
1723;Ferdinandshof;13;MV;B;109;; Rathebur;N; Ferdinandshof;S;818673,454;5962920,859
1724;Rosenow;13;MV;B;104;; Abzweig Neubrandenburg, Abzweig B192;O; Stavenhagen, Abz. B194 Waren (Müritz);W;765286,000;5950756,000
1725;Demmin;13;MV;B;110;; Kruckow;O; Demmin, Abzweig B194 Stavenhagen;W;768214,280;5980472,758
1726;Poggendorf;13;MV;B;194;; AS Grimmen-Ost (A20);N; Süderholz-Poggendorf;S;769393,378;5998512,701
1727;Weisdin;13;MV;B;96;; Neubrandenburg, Abzweig B104 Prenzlau;N; Neustrelitz, Abzweig B193;S;772537,500;5923923,000
1729;Reinberg;13;MV;B;105;; Greifswald-Neuenkirchen;O; Reinberg;W;778419,000;6013639,500
1730;Scharpitz;13;MV;B;96;; Rambin;N; Stralsund;S;769677,052;6029144,924
1731;Kaiseritz;13;MV;B;196;; Karow;O; Bergen;W;790494,275;6037867,799
1733;Hinrichshagen;13;MV;B;198;; Canzow;O; Bredenfelde;W;798702,613;5931249,588
1735;Boldekow;13;MV;B;197;; Sarnow;N; Friedland;S;802085,904;5960833,149
1736;Neu Kosenow;13;MV;B;109;; Anklam, Abzweig B197;N; Ducherow;S;811450,308;5973103,406
1737;Bannemin;13;MV;B;111;; Bansin;O; Wolgast;W;816914,950;6001520,913
1738;Usedom;13;MV;B;110;; Zirchow;O; Usedom;W;824516,221;5981743,012
1739;Zerrenthin;13;MV;B;104;; Löcknitz;O; Pasewalk, Abzweig B109 Prenzlau;W;838054,500;5938787,500
1740;Sülsdorf;13;MV;B;105;; Grevesmühlen;O; Selmsdorf;W;623838,142;5972780,942
1741;Bargeshagen;13;MV;B;105;; Rostock (B103);O; Bad Doberan (L12);W;696222,583;6000008,074
1742;Reutershagen;13;MV;B;103;; Rostock (B105, Abzw. nach Wismar);N; Rostock (L10);S;700612,595;5997773,512
1743;Lütten Klein;13;MV;B;103;; Rostock (B105, Abzw. zur A19);N; Rostock (B105, Abzw. nach Wismar);S;700107,770;6002760,722
1744;Stralsund;13;MV;B;96;;AS Brandshagen;N;AS Miltzow;S;772553,000;6010427,000
1745;Gelbensande;13;MV;B;105;; Altheide;O; Rövershagen;W;716121,461;6011114,842
1746;Bentwisch;13;MV;B;105;; Erdbeerhof Rövershagen;O; AS Rostock-Ost, A19;W;710303,000;6003160,500
1747;Züssow;13;MV;B;111;; B109;O; L263;W;800901,227;5992967,010
1748;Lühmannsdorf;13;MV;B;111;; L26;O; B109;W;801168,791;5993115,447
1749;Gladrow;13;MV;B;109;; L26;N; B111;S;800928,988;5993170,493
1750;Karlsburg;13;MV;B;109;; B111;N; Klein Bünzow;S;801117,023;5992894,217
1753;Zölkow;13;MV;B;392;; Mestlin;O; Zölkow;W;688696,500;5939053,000
4201;Adorf;14;SN;B;92;; Unterwürschnitz;N; Rebersreuth;S;729739,646;5582771,830
4202;Marienberg;14;SN;B;174;; Marienberg;N; Reitzenhain;S;794414,999;5615272,267
4203;Rochlitz;14;SN;B;175;; Rochlitz;O; Waldenburg;W;765583,858;5661638,887
4205;Torgau;14;SN;B;87;; Torgau;O; Mockrehna;W;773737,500;5717818,500
4206;Döbeln;14;SN;B;169;; Ostrau;N; Döbeln;S;786842,075;5673333,454
4207;Meissen;14;SN;B;6;; Meissen;O; Keilbusch;W;811391,411;5679127,389
4208;Hoyerswerda;14;SN;B;97;; Hoyerswerda;N; Bernsdorf;S;862225,000;5709815,500
4209;Görlitz;14;SN;B;115;; Görlitz;O; Kodersdorf;W;913606,187;5690457,753
4210;Mittelbacher Berg;14;SN;B;173;; Mittelbach;O; Oberlungwitz;W;765712,297;5633415,383
4213;Kubschütz;14;SN;B;6;; Hochkirch;O; Jenkwitz;W;885261,000;5682325,500
4215;Freiberg;14;SN;B;101;; Freiberg;N; Brand-Erbisdorf;S;804543,839;5646751,464
4216;Aue;14;SN;B;101;; Aue;N; Lauter;S;763375,000;5608798,000
4218;Possendorfer Berg;14;SN;B;170;; Possendorf;N; Abzweig K9013;S;830738,830;5656451,980
4219;Schönberg (GÜG);14;SN;B;92;; Bad Brambach;N; GüG Schönberg;S;736408,013;5564134,457
4220;Oberwiesenthal (GÜG);14;SN;B;95;; Oberwiesenthal;N; GüG Oberwiesenthal;S;779758,000;5591893,000
4221;Reitzenhain (GÜG);14;SN;B;174;; Reitzenhain;N; GüG Reitzenhain;S;799213,500;5608131,000
4223;Schmilka (GÜG);14;SN;B;172;; GÜG Schmilka;O; Schmilka;W;867992,045;5650518,435
4224;Hammerunterwiesenthal;14;SN;B;95;; Bärenstein;N; Oberwiesenthal;S;785299,458;5596062,561
4225;Großbothen;14;SN;B;107;; Grimma;N; Schönbach;S;761983,500;5677591,000
4227;Mülsen St. Jacob;14;SN;B;173;; Lichtenstein;O; Mülsen St. Jakob;W;753849,220;5628015,096
4228;Altenberg (GÜG);14;SN;B;170;; Altenberg;N; GüG Altenberg;S;835642,887;5631192,288
4229;Gerichshain;14;SN;B;6;; Machern;O; Leipzig;W;748292,908;5695923,403
4230;Hainichen;14;SN;B;169;; Hainichen-Schlegel;N; Hainichen-Falkenau;S;787737,611;5654938,360
4231;Grumbach;14;SN;B;173;; Kesselsdorf;O; Herzogswalde;W;819583,428;5663223,425
4232;Lichtentanne;14;SN;B;173;; Lichtentanne;O; Neumark;W;740099,921;5618945,199
4237;Mehltheuer;14;SN;B;282;; Mehltheuer;O; Oberpirk;W;714772,000;5603688,500
4238;Brösen;14;SN;B;2;; Abzweig B183a, Wellaune;N; Abzweig K7411, Lindenhayn;S;745287,000;5716117,000
4240;Eschefeld;14;SN;B;7;; Abzweig S51;O; Eschefeld, Abzweig K7990;W;747043,500;5659714,000
4241;Luppa;14;SN;B;6;; Luppa, Abzweig S24;O; Abzweig K8317, Kühren;W;775335,500;5694119,000
4249;Reichenau;14;SN;B;171;; Hennersdorf;O; Frauenstein;W;821886,000;5638620,000
4267;Hundshübel (OU);14;SN;B;169;; Schneeberg (B93);N; Rodewisch (B94);S;752057,255;5605649,271
4269;Chemnitz-Altenhain;14;SN;B;174;; Chemnitz;N; Gornau;S;781569,500;5634176,500
4272;Zittau Nord (GÜG);14;SN;B;178;; Mittelherwigsdorf;N; BG Polen;S;910439,500;5655400,000
4274;Pressel;14;SN;B;183;; Weidenhain;O; Laußig;W;758361,000;5720645,000
4275;Kötten;14;SN;B;183;; LG Brandenburg;O; Graditz;W;788194,500;5719020,000
4294;Dippoldiswalde;14;SN;B;170;; Dippoldiswalde;N; Schmiedeberg;S;828473,298;5645363,112
4296;Zöblitz;14;SN;B;171;; Olbernhau;O; Marienberg (B174);W;799569,785;5619847,051
4297;Königstein;14;SN;B;172;; Bad Schandau;O; Pirna;W;857791,000;5653653,000
3802;Aspenstedt;15;ST;B;79;; Aspenstedt;N; Halberstadt (B81);S;634784,000;5754434,500
3803;Wilhelmshöhe;15;ST;B;81;; Halberstadt (B79);N; Abzweig L82;S;636675,500;5748230,000
3805;Hohenthurm;15;ST;B;100;; AS Halle a. d. Saale (A9);O; AS Halle a. d. Saale/Peißen (A14);W;714297,238;5712429,003
3807;Langenweddingen;15;ST;B;81;; AS Magdeburg-Sudenburg (A14);N; Langenweddingen;S;674427,021;5770712,014
3808;Roßlau;15;ST;B;187;; AS Coswig (A9);O; Roßlau (B184);W;727865,000;5753750,500
3813;Walbeck;15;ST;B;180;; Quenstedt;N; Walbeck;S;669928,395;5728562,849
3814;Pratau;15;ST;B;2;; Lutherstadt Wittenberg (B187);N; Pratau;S;751463,137;5751790,327
3815;Weißenfels;15;ST;B;91;; AS Leuna (A38);N; Weißenfels (B176, B87);S;707548,255;5680547,593
3816;Wethau;15;ST;B;87;; Wethau (B180);O; Naumburg (B180, B88);W;698538,000;5669687,000
3818;Zerbst ( 1 );15;ST;B;184;; Leitzkau (L56);N; Schora (L51);S;706588,000;5767213,500
3819;Gerwisch;15;ST;B;1;; Möser;O; Gerwisch;W;688911,500;5785590,000
3820;Kakerbeck;15;ST;B;71;; L20, Kakerbeck;O; Cheinitz (L11);W;652643,903;5840978,938
3821;OU Tangermünde;15;ST;B;188;; Abzweig B107, Fischbeck;O; Tangermünde;W;702018,020;5828225,244
3822;Gardelegen;15;ST;B;188;; L25, Gardelegen;O; Solpke (K1111);W;655921,500;5820154,000
3823;Wolfen;15;ST;B;184;; AS Dessau-Süd (A9);N; Bitterfeld-Wolfen (B183, B100);S;723023,192;5736269,088
3824;Bernburg ( 2 );15;ST;B;6;; Kleinpaschleben;O; Bernburg;W;692869,500;5742234,500
3825;Eimersleben;15;ST;B;1;; Erxleben;O; Eimersleben;W;650505,347;5788140,800
3827;Saurasen (Harzgerode);15;ST;B;242;; Abzweig L158;O; Saurasen;W;664754,757;5721669,024
3828;Halle;15;ST;B;6;; Gröbers;O; L167, Halle a. d. Saale;W;711844,500;5703371,000
3829;Stendal ( 1 );15;ST;B;189;; Erxleben;N; L35, Groß Schwechten;S;687568,930;5845045,269
3830;Arendsee;15;ST;B;190;; Abzweig B189;O; Arendsee;W;680567,851;5863525,973
3831;Bennstedt;15;ST;B;80;; L173, Halle a. d. Saale;O; Abzweig L174;W;693252,744;5706737,071
3842;Freyburg;15;ST;B;180;; Abzweig B176;N; Kleinjena;S;694221,000;5674237,000
3843;Naumburg;15;ST;B;87;; Abzweig K2234;O; Schulpforte;W;693431,000;5669968,000
3844;Osterburg;15;ST;B;189;; Seehausen (B190);N; Osterburg;S;684259,554;5856036,617
3845;Blankenburg;15;ST;B;81;; Abzweig B6;N; B6, AS Blankenburg-Zentrum;S;633775,000;5742459,000
3846;Merseburg ( 1 );15;ST;B;181;; Abzweig L183;O; Merseburg (B91);W;710537,444;5694068,354
3847;Wittenberg;15;ST;B;187;; Mühlanger;O; Abzweig L126;W;756341,630;5751973,942
3849;Ballenstedt;15;ST;B;185;; Ballenstedt;O; Mägdesprung;W;651943,079;5731732,405
3850;Schmatzfeld;15;ST;B;244;; Schmatzfeld;N; AS Wernigerode-Nord (B6);S;621817,479;5749636,278
3851;Profen;15;ST;B;2;; Profen;N; Zeitz;S;724326,000;5668140,500
3852;Nessa;15;ST;B;91;; AS Weißenfels (A9);N; Abzweig K2202;S;711592,418;5671653,243
3854;Emersleben;15;ST;B;81;; Emersleben (K1319);N; Abzweig B245;S;644404,160;5752864,074
3855;Jerichow;15;ST;B;107;; Jerichow (K1030);N; L54, Redekin;S;705874,427;5820116,525
3857;Merseburg ( 3 );15;ST;B;91;; Abzweig L171;N; Merseburg (B181);S;707402,505;5696826,778
3858;Merseburg ( 4 );15;ST;B;91;; Merseburg (B181);N; AS Leuna (A38);S;708266,834;5692063,548
3876;Oschersleben;15;ST;B;246;; Abzweig L76, Klein Oschersleben;O; Oschersleben (L24);W;657782,953;5765319,177
3886;Salzwedel;15;ST;B;190;; Pretzier (K1389);O; Salzwedel (B71);W;648948,132;5856814,230
3887;Ahlum;15;ST;B;248;; Ahlum;N; Neumühle;S;635844,549;5838773,471
3888;Wust;15;ST;B;188;; K1474, Rathenow;O; Wust;W;711134,021;5827357,241
3889;Mieste;15;ST;B;188;; Abzweig L26;O; Miesterhorst;W;649164,653;5817780,626
3890;Wulkau;15;ST;B;107;; Wulkau (L18);N; Schönfeld;S;706533,051;5850015,845
3891;Ferropolis;15;ST;B;107;; Oranienbaum;N; Gräfenhainichen (B100);S;736732,503;5737705,245
3892;Stemmern;15;ST;B;246;a; Kreuzung L50;O; Bahrendorf;W;677440,500;5763986,000
3893;Genthin;15;ST;B;1;; Genthin (B107);O; Parchen (K1206);W;712074,685;5807455,473
3895;Ovelgünne;15;ST;B;246;a; Ovelgünne;O; Hakenstedt (B245);W;655208,948;5779890,383
3896;OU Radegast;15;ST;B;183;; Radegast (L142);O; Weißandt-Gölzau (K2073);W;713584,500;5727951,500
