Dauerzaehlstellennummer;Dauerzaehlstellenname;Landesnummer;Landeskuerzel;Straßenklasse;Straßennummer;Straßennumernzusatz;Nahziel_Richtung_1;Himmelsrichtung_Richtung_1;Nahziel_Richtung_2;Himmelsrichtung_Richtung_2;Koordinaten_UTM32_E;Koordinaten_UTM32_N
6496;Gießen Allendorf;6;HE;B;49;; AS Bergwerkswald, Abzweig A485;O; Abzweig Lahnfelddreieck, Abzweig B429;W;475146,500;5601731,000
6503;Kelsterbacher Spange;6;HE;B;43;; Frankfurt-Flugh.-West/F-Kreuz,Abzw.A5;O; Abzweig A3;W;468349,000;5544469,500
6504;Niederselters;6;HE;B;8;; Bad Camberg;O; AS Limburg-Süd, Abzweig A3;W;444081,500;5576966,500
6505;Kirchhain;6;HE;B;454;; Stadtallendorf;O; Kirchhain, Abzweig B62;W;498360,835;5630257,055
6507;Lauterbach;6;HE;B;254;; Alsfeld, Abzweig B62;N; Lauterbach, Abzweig B275;S;527198,326;5611294,847
6513;Wahnhausen;6;HE;B;3;; Hann. Münden, Abzweig B496, B80;N; Kassel-Schützenstr., Abzweig B7;S;539435,191;5690309,086
6516;Marxheim;6;HE;B;519;; Hofheim a. Ts.;N; AS Hofheim a.Ts., Abzweig A66, B40;S;459561,500;5545947,500
6525;Heuchelheim;6;HE;B;49;; Abzweig Lahnfelddreieck, Abzweig B429;O; AS Wetzlar-Ost, Abzweig A45;W;472183,000;5601458,500
6545;Martinsthal;6;HE;B;260;; AS Wiesbaden-Frauenstein, Abzweig A66;O; Schlangenbad;W;436308,000;5546665,000
6549;Vellmar;6;HE;B;7;; Kassel, Abzweig B251;O; Espenau-Schäferberg, Abzweig B83;W;532316,000;5689571,000
6585;Bad Schwalbach;6;HE;B;275;; Bad Schwalbach, Abzweig B54;O; Abzw. südl. Bad Schwalbach,Abzw. B260;W;434350,500;5553001,000
6588;Wolfhagen Istha;6;HE;B;450;; Wolfhagen;N; Abzweig B251;S;515291,464;5683680,489
6590;Großenlüder;6;HE;B;254;; Großenlüder;N; Fulda, Abzweig B27, Abzweig B458;S;538669,500;5603312,000
6591;Marbach;6;HE;B;27;; Hünfeld, Abzweig B84;N; AS Fulda-Nord (A7);S;551838,647;5608712,702
6594;Fulda-Maberzell;6;HE;B;254;; Großenlüder;N; Fulda, Abzweig B27, Abzweig B458;S;545575,000;5601358,000
6598;Ziegenhain;6;HE;B;254;; Homberg (Efze), Abzweig B323;N; Abzweig B454;S;518259,761;5642058,279
6601;Königstein;6;HE;B;8;; Königstein, Abzweig B455;O; Waldems, Abzweig B275;W;460466,000;5560710,500
6605;Grebenroth;6;HE;B;260;; Bad Schwalbach;O; Holzhausen a.d. Haide;W;425061,000;5562123,500
6612;Niederweimar;6;HE;B;3;; Niederweimar, Abzweig B255;N; AS Gießener Nordkreuz (A485);S;481880,535;5622801,744
6620;Wiesbaden;6;HE;B;455;; AS Wiesbaden/Niedernhausen, Abzw. A3;O; Wiesbaden-Halnerberg, Abzweig B54;W;449463,500;5552941,500
6641;Cölbe 1;6;HE;B;3;; Bürgeln, Abzweig B62;N; Cölbe, Abzweig B62;S;486244,445;5634030,125
6643;Eichen;6;HE;B;521;; Altenstadt;O; Nidderau, Abzweig B45;W;493890,500;5568272,000
6651;Helsa;6;HE;B;7;; Helsa, Abzweig B451;O; AS Kassel-Ost (A7);W;547448,563;5678920,213
6655;Frankfurt U-Schweinstiege;6;HE;B;43;; Frankfurt-Flugh.-West/F-Kreuz,Abzw.A5;O; Abzweig A3;W;470980,000;5545159,000
6660;Butzbach;6;HE;B;3;; AS Langgöns (A485);N; Butzbach, Abzweig B488;S;475956,373;5588337,658
6661;Dorchheim;6;HE;B;54;; Dornburg;N; Hadamar, Abzweig B49;S;433615,189;5594646,507
6664;Kirberg;6;HE;B;417;; Hünfelden;N; Taunusstein-Neuhof, Abzweig B275;S;440435,922;5572488,084
6666;Lampertheim;6;HE;B;44;; Bürstadt, Abzweig B47;N; Lampertheim;S;460757,143;5497213,342
6668;Niederaula;6;HE;B;62;; Niederaula, Abzweig B454;O; AS Niederaula (A7);W;542118,339;5627132,608
6669;Seeheim-Jugenheim;6;HE;B;3;; Darmstadt-Eberstadt, Abzweig B426;N; Bensheim, Abzweig B47;S;471845,575;5509923,598
6670;Solms;6;HE;B;49;; Wetzlar, Abzweig B277;O; Weilburg, Abzweig B456;W;454748,743;5598990,739
6671;Sontra;6;HE;B;27;; Sontra;N; Bebra, Abzweig B83;S;562973,589;5656689,540
6701;Beselich;6;HE;B;49;; Weilburg, Abzweig B456;O; AS Limburg-Nord, Abzweig A3;W;439066,000;5591490,000
6703;Lich;6;HE;B;457;; Lich, Abzweig B488;N; Hungen, Abzweig B489;S;488095,065;5596767,128
6705;Fischbach;6;HE;B;455;; Königstein, Abzweig B8;O; Eppstein;W;458433,000;5555615,500
6707;Oberforsthaus;6;HE;B;43;; Frankfurt a. Main,Sachsenhausen (B43);O; AS Frankfurt-Süd;W;475141,000;5546684,000
6710;Walsdorf;6;HE;B;8;; Waldems, Abzweig B275;O; Bad Camberg;W;450171,000;5567836,000
6716;Malsfeld;6;HE;B;83;; Abzweig B487;N; Rotenburg a.d. Fulda;S;538452,123;5662374,496
6719;Kelkheim;6;HE;B;519;; Abzweig nördl. Kelkheim, Abzweig B8;N; Hofheim a.Ts.;S;461611,000;5554212,000
6721;Hanau-Steinheim;6;HE;B;43;a; AN Hanau-Steinheim;O; AN Hanau-Fasanerie;W;493457,000;5549661,000
6722;Hanau-Hafen;6;HE;B;43;a; AS Hanau-Hafen;O; AN Hanau-Steinheim;W;494661,500;5550828,500
6724;Hanau-Wolfgang;6;HE;B;43;a; AN Hanau-Wolfgang;O; AS Hanau-Bahnhof;W;496320,500;5551791,000
6734;Bad Nauheim-Mitte;6;HE;B;3;; Abzweig B455;N; Friedberg, Abzweig B455, B275;S;481947,000;5580942,000
6745;Langen-Nord;6;HE;B;486;; AS Langen, Abzweig A661;O; AS Langen/Mörfelden, Abzweig A5;W;477115,500;5538214,500
6746;Marburg;6;HE;B;3;; Cölbe, Abzweig B62;N; Abzweig B255;S;484133,000;5627803,500
6761;Rodgau-Jügesheim;6;HE;B;45;; AS Hanau, Abzweig A3;N; Rödermark, B459;S;492341,000;5541425,500
6772;Frankfurt a. Main-Stadion;6;HE;B;43;; Abzweig Frankfurt-Süd, Abzweig B44;O; Frankfurt-Flugh.-West/F-Kreuz,Abzw.A5;W;472334,500;5544973,500
6773;Neu-Isenburg West;6;HE;B;43;; Frankfurt-Sachsenhausen, Abzweig B44;O; Abzweig Frankfurt Süd, Abzweig B44;W;473991,000;5544956,500
6789;Heilsberg;6;HE;B;3;; AN Bad Vilbel, Abzweig L3008;N; Preungesheimer Dreieck, Abzweig A661;S;479892,000;5558761,000
6798;Staufenberg;6;HE;B;3;; Abzweig B255;N; AS Gießener Nordkreuz, Abzweig A485;S;480579,000;5609891,000
6910;Gedern;6;HE;B;276;; Schotten, Abzweig B455;N; Gedern, Abzweig B275;S;514165,129;5587369,640
6911;Gersfeld;6;HE;B;279;; Bischofsheim a.d. Rhön, Abzweig B278;O; Gersfeld, Abzweig B284;W;565154,360;5587787,161
6946;Kelsterbach Südpark;6;HE;B;43;; Kelsterbach, Abzweig B40/B43;O; AS Kelsterbach (A3);W;467680,000;5544153,000
6947;Kelsterbach-Nord;6;HE;B;43;; Abzweig A3;O; Kelsterbach, Abzweig B40;W;467744,500;5544930,000
7001;Oberwesel;7;RP;B;9;; St. Goar;N; Bacharach;S;408445,198;5552145,668
7002;Wahlrod;7;RP;B;8;; Höchstenbach;O; Wahlrod;W;409739,802;5611305,112
7004;Horchheimer Höhe;7;RP;B;49;; Eitelborn;O; AS Horchheim;W;402015,343;5577349,653
7005;Fehrbach;7;RP;B;10;; Fehrbach;O; Contwig;W;396856,544;5454127,054
7006;Neulauterburg;7;RP;B;9;; Wörth;N; Neulauterburg;S;439038,569;5426451,910
7007;Bad Breisig;7;RP;B;9;; Sinzig;N; Niederbreisig;S;377586,580;5599075,930
7008;Birkenfeld;7;RP;B;41;; Birkenfeld;N; Nohfelden;S;367015,583;5497796,929
7009;Remagen;7;RP;B;9;; Remagen;N; Sinzig;S;374729,227;5604164,677
7010;Rinkenberger Hof;7;RP;B;9;; Mutterstadt;N; Speyer;S;458174,970;5467408,975
7014;Mittelweiden;7;RP;B;9;; AS Koblenz, A48;N; Koblenz;S;398379,189;5582153,385
7016;Rhens;7;RP;B;9;; Koblenz;N; Rhens;S;400216,801;5572521,243
7019;Klotten;7;RP;B;49;; Klotten;O; Cochem;W;369193,522;5557511,276
7020;Rheinbreitbach;7;RP;B;42;; Bad Honnef;N; Unkel;S;374041,213;5608797,768
7023;Fahr-Feldkirchen;7;RP;B;42;; Leutesdorf;N; Neuwied;S;387874,584;5589372,331
7025;Schwegenheim;7;RP;B;9;; Speyer;N; Lingenfeld;S;454292,450;5459773,027
7026;Maudach;7;RP;B;9;; AK Kreuz Oggersheim (A650);N; Mutterstadt, A65;S;453595,818;5480720,823
7027;Rheinbrücke Germersheim;7;RP;B;35;; Huttenheim;O; B9;W;455001,073;5452993,351
7030;Wilgartswiesen;7;RP;B;10;; Rinnthal;O; Wilgartswiesen;W;419824,190;5452469,084
7031;Urbar;7;RP;B;42;; Vallendar;N; Ehrenbreitstein;S;401488,597;5581049,321
7033;Kottenheim;7;RP;B;256;; Thür;N; Mayen;S;376869,641;5578921,979
7034;Bendorf;7;RP;B;42;; Engers;N; Vallendar;S;398583,595;5586021,343
7038;Godramstein;7;RP;B;10;; Landau;O; Annweiler;W;432346,096;5450761,385
7039;Moselweiß;7;RP;B;49;; Koblenz;O; Lay;W;397219,207;5577954,768
7044;Zermüllen;7;RP;B;257;; Nürburgring;N; Daun;S;351429,423;5574207,293
7049;Freusburg;7;RP;B;62;; Mudersbach;O; Betzdorf;W;421846,643;5630344,698
7050;Hönningen;7;RP;B;257;; Altenahr;N; Dümpelfeld;S;354610,964;5592680,852
7052;Konz;7;RP;B;51;; Helenenberg;N; Konz;S;328622,693;5510691,162
7064;Kirchberg;7;RP;B;50;; Unzenberg L228;O; Kirchberg B421;W;386393,000;5535134,500
7067;Oberbaar;7;RP;B;258;; Mayen;O; Nürburgring;W;359690,275;5579501,094
7068;Niederhorbach;7;RP;B;38;; Landau;N; Bergzabern;S;429201,564;5440475,070
7080;Rheinbrücke Worms;7;RP;B;47;; Bürstadt;O; Worms;W;455061,500;5497764,000
7086;Schweisweiler;7;RP;B;48;; Rockenhausen;N; Winnweiler;S;415615,932;5493676,596
7088;Büchel;7;RP;B;259;; Büchel;O; Auderath;W;361332,545;5561075,017
7093;Dudenhofen;7;RP;B;39;; Speyer;O; Neustadt;W;456355,002;5462814,987
7094;Rheinbrücke Speyer-Süd;7;RP;B;39;; Altlussheim;O; Speyer;W;460044,522;5462669,659
7098;Bodendorf;7;RP;B;266;; Sinzig;O; Bad Bodendorf;W;373980,780;5601844,956
7099;Güls;7;RP;B;416;; Koblenz;N; Winningen;S;397010,874;5577824,296
7111;Dahn;7;RP;B;427;; Busenberg;O; Hinterweidenthal;W;410253,656;5445821,801
7117;Wilwerath;7;RP;B;51;; Stadtkyll;N; Prüm;S;318541,689;5567709,802
7127;Winzenheim;7;RP;B;41;; Bingen;N; Sobernheim;S;417458,047;5523466,897
7135;Bitburg;7;RP;B;51;; Bitburg (Prüm);N; Masholder (Trier);S;321723,861;5537595,898
7139;Alsdorf;7;RP;B;257;; Alsdorf;N; Irrel;S;318147,820;5529144,618
7219;Nierstein;7;RP;B;9;; Nackenheim;N; Oppenheim;S;452481,210;5526293,670
7242;Barbelroth;7;RP;B;427;; Winden;O; Bad Bergzabern;W;434155,427;5438518,380
7257;Echternacherbrück;7;RP;B;257;; Echternach (Lux);N; Grenze Luxemburg;S;315474,990;5521056,831
7286;Wintrich (Mosel);7;RP;B;53;; Bernkastel-Kues;O; Wintrich;W;352690,117;5526784,375
7419;Boden;7;RP;B;255;; Hahn;O; Montabaur;W;418286,419;5591135,385
7433;AD Ludwigshafen VQ Süd;7;RP;B;9;; AS Ludwigshafen;N;AK Mutterstadt;S;454143,827;5477653,571
7510;Schmißberg;7;RP;B;41;; Idar-Oberstein;N; Birkenfeld;S;369542,522;5502794,521
7520;Thür;7;RP;B;262;; Mendig;N; Kottenheim;S;376947,848;5580958,488
7549;Wawern;7;RP;B;51;; Konz;N; Saarburg;S;322148,476;5501968,655
7562;AS Ludwigsh.-Nord VQ Nord;7;RP;B;9;; Abzweig K1;N; Abzweig K3;S;456358,512;5488986,064
7563;AS Ludwigsh.-Nord VQ Süd;7;RP;B;9;; AS Ludwigshafen-Nord (A6);N; Abzweig L523;S;456015,554;5488047,702
7564;AS Oggersh. Kreuz VQ Nord;7;RP;B;9;; Frankenthal;N; AS Oggersheimer Kreuz;S;453507,282;5481656,014
7567;AS Kreuz Speyer VQ Süd;7;RP;B;9;; AK Kreuz Speyer (A61);N; Abzweig L454;S;457788,085;5466464,865
7569;Meilbrück;7;RP;B;51;; Bitburg;N; Welschbillig;S;323473,112;5531059,488
7570;AS Waldesch VQ Ost;7;RP;B;327;; Waldesch;N; AS Koblenz/Waldesch;S;394598,846;5567701,766
7571;AS Waldesch VQ West;7;RP;B;327;; AS Koblenz/Waldesch;N; Pfaffenheck;S;393869,589;5566362,497
7704;Völkenroth;7;RP;B;327;; Kappel;N; Kastellaun;S;385354,195;5542938,641
7705;Klüsserath;7;RP;B;53;; Trittenheim;O; Klüsserath;W;346339,457;5523497,009
7748;Rheinbrücke Wörth;7;RP;B;10;; Karlsruhe;O; Wörth;W;448744,425;5431864,332
7800;Lahnstein;7;RP;B;42;; Koblenz;N; Braubach;S;401027,533;5573529,555
7801;Rülzheim;7;RP;B;9;; Germersheim;N; Rheinzabern;S;449137,776;5445419,755
7804;AK Mainz VQ Nord;7;RP;B;40;; Abzweig Haifa-Allee;O;AK Mainz-Süd (A60);W;445683,325;5535268,521
7823;AS Koblenz-Nord VQ Süd;7;RP;B;9;; Andernach;N; Koblenz;S;396927,500;5582991,500
7824;AS Koblenz-Nord VQ Nord;7;RP;B;9;; Andernach;N; Koblenz;S;396101,000;5583652,000
7825;AS MZ-Laubenheim VQ Nord;7;RP;B;9;; Mainz;N; Nierstein;S;450687,000;5535840,000
7826;AS MZ-Laubenheim VQ Süd;7;RP;B;9;; Mainz;N; Nierstein;S;451012,765;5535222,009
7838;Schweigen;7;RP;B;38;; Bad Bergzabern;N; Bundesgrenze (F);S;423567,158;5433255,955
7849;Wasserbilligerbrück;7;RP;B;49;; Trier;O; Wasserbillig (L);W;320282,937;5509851,065
7913;Idar-Oberstein;7;RP;B;41;; Kirn;N; Idar-Oberstein;S;383868,875;5509497,277
7982;Waldfischbach-Burgalben;7;RP;B;270;; Schopp;N; Waldfischbach-Burgalben;S;402216,610;5460691,296
7996;Bad Hönningen;7;RP;B;42;; Bad Honnef;N; Neuwied;S;380947,420;5597414,298
8051;Neuenburg-Rheinbrücke;8;BW;B;378;; Neuenburg;O; Chalampe (F);W;391307,000;5296662,000
8100;Göppingen;8;BW;B;10;; Eislingen;O; Uhingen;W;547255,475;5394261,158
8106;Bad Säckingen 3 Grenze;8;BW;B;518;; Bad Säckingen;N; Stein (CH);S;420781,680;5266449,894
8301;Reutlingen;8;BW;B;312;; Abzweig Burgholz (B28);N; Pfullingen;S;517426,000;5372138,500
8302;Sigmaringen;8;BW;B;32;; Abzweig Jungnauer Str.;O; Abzweig B463, Jungnau;W;515324,740;5328225,632
8311;Harlachen;8;BW;B;31;; Immenstaad;O; Meersburg;W;523036,408;5281178,802
8321;Ertingen 2;8;BW;B;311;; Riedlingen;O; Herbertingen;W;533978,434;5327504,162
8340;Tübingen West;8;BW;B;28;; Tübingen;O; Hirschau;W;502933,452;5372594,737
8360;Plochingen;8;BW;B;10;; Plochingen;O; Esslingen;W;526747,681;5395919,252
8375;Bad Mergentheim 2;8;BW;B;290;; Unterbalbach;N; Bad Mergentheim;S;554164,826;5485934,680
8382;Neckarsulm 2;8;BW;B;27;; Bad Friedrichshall;N; AS Heilbronn/Neckarsulm;S;517147,181;5448705,315
8390;Strümpfelbach;8;BW;B;14;; Oppenweiler;O; Backnang;W;532365,902;5424970,647
8403;Grunbach;8;BW;B;29;; Schorndorf;O; Geradstetten;W;532815,201;5406150,714
8405;Schwäbisch Gmünd;8;BW;B;29;; Aalen;O; Stuttgart;W;558049,000;5406014,000
8440;Stuttgart-Zuffenhausen;8;BW;B;10;; Stuttgart-Feuerbach;O; AS Stuttgart-Zuffenhausen;W;509475,600;5410382,117
8441;Stuttgart-Hedelfingen;8;BW;B;10;; Eßlingen;O; Stuttgart;W;519215,205;5400152,698
8453;Echterdingen 2;8;BW;B;27;; Stuttgart;N; AS Stuttgart-Degerloch;S;512019,223;5395726,570
8468;Westumgehung Aalen;8;BW;B;29;; AS Affalterried;O; Aalen West;W;578301,757;5409659,058
8490;Weisenbach;8;BW;B;462;; Gernsbach;N; Forbach;S;452456,562;5397843,684
8520;Karlsruhe 2;8;BW;B;3;; Weingarten;N; Karlsruhe-Durlach;S;463554,804;5429717,566
8525;Achern-Önsbach;8;BW;B;3;; Achern;N; Achern-Önsbach;S;428951,039;5384443,390
8526;Schramberg;8;BW;B;462;; Schramberg;N; Dunningen;S;456257,449;5342090,419
8527;Emmendingen;8;BW;B;3;; Emmendingen;N; Freiburg;S;414679,000;5327352,000
8529;Kehl-Europabrücke;8;BW;B;28;; Kehl;O; Bundesgrenze (F);W;411797,308;5380850,260
8531;Scherzingen;8;BW;B;3;; Freiburg (B31, B31a);N; Abzweig B31;S;406043,000;5311247,000
8533;Oppenau-West;8;BW;B;28;; Oppenau;O; Oberkirch;W;437538,000;5369573,500
8537;March-Umkirch West;8;BW;B;31;a;AS Freiburg-Mitte;O; Umkirch;W;408433,172;5321710,595
8538;March-Umkirch Ost;8;BW;B;31;a;AS Freiburg-Mitte;O; Umkirch;W;408789,518;5321229,793
8539;Falkensteig;8;BW;B;31;; Donaueschingen;O; Freiburg;W;425343,903;5310680,218
8540;Freiburg Ost Tunnel;8;BW;B;31;; Donaueschingen;O; Freiburg;W;417222,139;5315000,931
8541;Hinterzarten;8;BW;B;31;; Titisee;O; Hinterzarten;W;433137,500;5306940,500
8542;Friedenweiler;8;BW;B;31;; Rötenbach;O; Neustadt i. Schwarzwald;W;445163,479;5305560,284
8544;Döggingen;8;BW;B;31;; Donaueschingen;O; Freiburg;W;457523,500;5304925,500
8551;Radolfzell 2;8;BW;B;33;; Allensbach-West;O; Radolfzell;W;501624,033;5286994,410
8552;Kloster Hegne;8;BW;B;33;; Konstanz;O; Singen;W;507389,000;5283866,000
8570;Schönau;8;BW;B;317;; Schönau;O; Zell;W;416874,500;5291880,500
8601;Tübingen Süd;8;BW;B;27;; Tübingen;N; Hechingen;S;504796,565;5369265,126
8620;Rittersbach;8;BW;B;27;; Rittersbach;N; Dallau;S;516477,500;5474162,500
8623;Auerbach;8;BW;B;292;; Oberschefflenz;O; Auerbach;W;516551,098;5471936,457
8634;Künzelsau;8;BW;B;19;; Belsenberg;N; Künzelsau;S;549292,000;5460017,000
8644;Schwaigern;8;BW;B;293;; Heilbronn;O; Schwaigern;W;504582,042;5443738,382
8678;Vaihingen (Enz);8;BW;B;10;; Schwieberdingen;O; Illingen;W;496282,561;5419408,670
8685;Rastatt;8;BW;B;36;; Bietigheim;N; Rastatt;S;444084,615;5413655,947
8686;Rheinbrücke Iffezheim;8;BW;B;500;; Roppenheim (F);N; Iffezheim;S;434871,500;5409236,000
8690;Alpirsbach;8;BW;B;294;; Loßburg;N; Alpirsbach;S;456566,739;5356251,437
8701;Hornberg Tunnel;8;BW;B;33;; Triberg;O; Hausach;W;442295,233;5341137,856
8704;Gutach 2;8;BW;B;33;; Hornberg;O; Hausach;W;442260,500;5341244,000
8712;Rottweil;8;BW;B;27;; Rottweil;N; Deisslingen;S;472402,500;5329923,500
8714;Tuttlingen;8;BW;B;14;; Tuttlingen (B311);O; Abzweig B491;W;485971,500;5313939,500
8720;Breisach;8;BW;B;31;; Breisach;O; Neubreisach (F);W;394393,000;5319901,500
8724;Waldkirch 2;8;BW;B;294;; Waldkirch;N; Freiburg;S;423106,000;5326700,500
8801;Tauberbischofsheim;8;BW;B;27;; Tauberbischofsheim;N; Hardheim;S;543887,000;5496526,500
8810;Ulm-Nord;8;BW;B;10;; Ulm;O; Dornstadt;W;571915,832;5363066,159
8816;Eberhardzell;8;BW;B;30;; Unteressendorf;N; Oberessendorf;S;557911,521;5315838,570
8818;Heroldstatt;8;BW;B;28;; Suppingen;O; Feldstetten;W;550033,622;5367985,798
8824;Walheim;8;BW;B;27;; Lauffen am Neckar;N; Bietigheim-Bissingen;S;511127,272;5428386,869
8826;Korb;8;BW;B;14;; Winnenden;O; Waiblingen;W;525824,643;5411241,053
8827;Crailsheim-Süd;8;BW;B;290;; Crailsheim;N; Jagstheim;S;577830,624;5439065,458
8828;Horb-Nord;8;BW;B;28;; Bildechingen;O; Horb;W;478438,540;5367632,263
8910;Palmrainbrücke;8;BW;B;532;; Weil a. Rhein;O; Bundesgrenze (F);W;394475,500;5272932,500
8921;Weil-Friedlingen;8;BW;B;317;; Weil-Friedlingen;O; Bundesgrenze (CH);W;394242,500;5271618,000
8922;Weil-Otterbach;8;BW;B;3;; Lörrach;N; Basel (CH);S;395073,500;5270803,000
8925;Grenzacherhorn;8;BW;B;34;; Grenzach-Wyhlen;O; Bundesgrenze (CH);W;397332,870;5268546,795
8929;Waldshut Rheinbrücke;8;BW;B;34;; Waldshut;O; Bundesgrenze (CH);W;442308,140;5273127,938
8931;Erzingen;8;BW;B;34;; Erzingen;O; Bundesgrenze (CH);W;456497,500;5277694,000
8932;Lottstetten;8;BW;B;27;; Lottstetten;N; Bundesgrenze (CH);S;467875,500;5273570,500
8933;Jestetten-Hardt;8;BW;B;27;; Bundesgrenze (CH);N; Jestetten;S;469629,500;5279587,000
8935;Neuhaus;8;BW;B;27;; Neuhaus;N; Bundesgrenze (CH);S;468548,475;5294597,402
8936;Bietingen;8;BW;B;34;; Bietingen;O; Bundesgrenze (CH);W;479333,500;5287545,000
8944;Konstanz-Tägermoos;8;BW;B;33;; Bundesgrenze (CH);O; OD Konstanz;W;512094,399;5278538,331
9102;Ismaning-Fischerhäuser;9;BY;B;388;; Moosinning;O; Ismaning;W;700546,000;5347698,500
9104;Weiden i.d. Opf.;9;BY;B;22;; Bechtsrieth;O; Neustadt a.d. Waldnaab;W;729566,716;5507219,305
9107;GAP - Partenkirchen;9;BY;B;2;; Farchant;N; Garmisch-Partenkirchen;S;658698,500;5264110,000
9108;Fladungen;9;BY;B;285;; Rednitzhembach;N; Roth;S;580646,490;5599230,212
9109;Laufen;9;BY;B;20;; Laufen;N; Freilassing;S;794200,000;5315604,500
9113;Hof;9;BY;B;15;; Hof;N; Rehau;S;707937,801;5574816,829
9114;Fischen;9;BY;B;19;; Fischen;N; Oberstdorf;S;595658,000;5256698,000
9121;Schneizlreuth-Baumgarten;9;BY;B;21;; Salzburg;O; Lofer;W;788860,500;5289319,000
9124;Eichstätt;9;BY;B;13;; Eichstätt;N; Adelschlag-Pietenfeld;S;661279,479;5416489,349
9125;Philippsreut;9;BY;B;12;; Bundesgrenze (CZ);O; Freyung;W;843555,493;5423687,982
9129;Langweid;9;BY;B;2;; Meitingen;N; Gersthofen;S;637477,576;5372469,710
9135;Altenmarkt;9;BY;B;304;; Stein a. d. Traun;O; Altenmarkt;W;763716,000;5321857,000
9137;Waltenhofen-Herzmanns;9;BY;B;19;; Waltenhofen;N; Martinszell;S;597288,143;5278086,321
9138;Untermeitingen-Lagerle.;9;BY;B;17;; Königsbrunn;N; Kaufering;S;636631,500;5336703,500
9142;Traunstein;9;BY;B;304;; Teisendorf;O; Traunstein;W;774261,761;5308307,808
9143;Tunnel Ettendorf;9;BY;B;304;; Abzweig B306;O; Abzweig St2105;W;773501,751;5308949,075
9144;Freilassing;9;BY;B;304;; Salzburg;O; Freilassing;W;798734,500;5305940,000
9147;Unterwössen-Oberwössen;9;BY;B;305;; Reit im Winkl;O; Unterwössen;W;760710,500;5290438,500
9148;Eggenfelden (n);9;BY;B;20;; Falkenberg;N; Wurmannsquick;S;779574,024;5368284,955
9149;Eggenfelden (s);9;BY;B;20;; Falkenberg;N; Wurmannsquick;S;779370,500;5367976,500
9153;Schirnding;9;BY;B;303;; Bundesgrenze (CZ);O; Arzberg;W;731864,763;5553095,554
9156;Fremdingen;9;BY;B;25;; Wilburgstetten;N; Fremdingen;S;604271,170;5427142,659
9157;Harburg;9;BY;B;25;; Hoppingen;N; Harburg (Schwaben);S;623738,022;5405464,839
9175;Kempten;9;BY;B;12;; Marktoberdorf/B472;O; AS Kempten, A7;W;601863,070;5288735,761
9199;Polling (o);9;BY;B;472;; Oberhausen;O; Peißenberg/Polling;W;658647,500;5296135,500
9201;Werneck-Eßleben;9;BY;B;19;; AS Werneck (A70);N; Bergtheim;S;577424,500;5533334,000
9204;Polling (w);9;BY;B;472;; Hugelfing;O; Schongau;W;658611,033;5296229,424
9206;Stockheim-Haßlach (w);9;BY;B;89;; Grafenau;O; Schönberg;W;663373,689;5573184,087
9209;Stockheim-Haßlach (s);9;BY;B;85;; Stockheim;N; Kronach;S;663501,000;5573214,500
9210;Stockheim-Haßlach (n);9;BY;B;85;; Kronach;N; Neuhaus;S;663350,978;5573292,049
9237;Untersiemau (W);9;BY;B;289;; Lichtenfels;O; Untersiemau;W;643061,024;5558910,967
9254;AS Schierling;9;BY;B;15;n; AS Schierling-Nord, ST2144;N; AS Schierling-Süd;S;728802,000;5413952,500
9262;Weiding;9;BY;B;20;; Weiding;N; Cham;S;772423,288;5461853,062
9270;Donauwörth;9;BY;B;2;; Donauwörth;N; Nordheim;S;632124,392;5397423,991
9271;Weißenburg i.Bay.;9;BY;B;2;; Ellingen;N; Weissenburg i. Bay.;S;645316,584;5432984,988
9273;Burgthann-Oberferrieden;9;BY;B;8;; Postbauer-Heng;O; Oberferrieden;W;669796,317;5465717,873
9274;Mittenwald;9;BY;B;2;; Mittenwald;N; GÜ Scharnitz;S;670391,251;5254655,765
9275;Kitzingen;9;BY;B;8;; Repperndorf;O; Biebelried;W;579380,407;5512621,435
9277;Bayerisch Eisenstein;9;BY;B;11;; Bundesgrenze (CZ);N; Bayrisch Eisenstein;S;806565,406;5449493,802
9278;Oberdachstetten;9;BY;B;13;; Oberdachstetten;N; Ansbach;S;603416,130;5474024,256
9279;Schnaittenbach;9;BY;B;14;; Schnaittenbach;O; Hirschau;W;716181,152;5492254,846
9280;Hersbruck;9;BY;B;14;; Salzbach-Rosenhof;O; Laufbach-Rosenhof;W;677272,172;5486330,914
9282;Neustadt a.d. Donau;9;BY;B;16;; Regensburg;N; Ingolstadt;S;703069,177;5406551,450
9283;Halblech;9;BY;B;17;; Halblech;N; Buching;S;636788,500;5276698,000
9284;Furth i. Wald;9;BY;B;20;; Bundesgrenze (CZ);N; Furth i.W.;S;779486,268;5470541,220
9285;Schneizlreuth-Melleck;9;BY;B;21;; Schneizlreuth;O; Bundesgrenze (A);W;782476,000;5286629,500
9287;Altenstadt a.d. Waldnaab;9;BY;B;22;; Weiden i.d. Oberpfalz;O; Neustadt/Bayreuth;W;727386,324;5511164,379
9288;Karsbach-Höllrich;9;BY;B;27;; Höllrich;N; Heßdorf;S;560330,627;5550336,340
9289;Amberg (w);9;BY;B;85;; Sulzbach-Rosenberg;N; Amberg;S;701166,594;5483008,788
9290;Roding;9;BY;B;85;; Mitterdorf;N; Roding;S;755684,000;5456042,000
9291;Kolitzheim-Oberspiesheim;9;BY;B;286;; Oberwiesheim;N; Alitzheim;S;591777,500;5533857,500
